pickup_date,pickup_day_of_week,pickup_hour,dropoff_date,dropoff_day_of_week,dropoff_hour,passenger_count,trip_distance,RatecodeID,pickup_location,dropoff_location,total_amount
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,2,2.42,1,Clinton East,Greenwich Village North,20.38
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,4.23,1,Greenwich Village North,Upper West Side South,21.3
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,2.03,1,Central Park,Lincoln Square East,14.69
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,3,2.26,1,East Chelsea,Clinton West,19.13
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,0.9,1,Upper East Side South,Midtown East,10.3
2019-06-04,Tuesday,21,2019-06-04,Tuesday,22,2,10.69,1,West Village,Bay Ridge,40.92
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,0.0,5,East Village,NV,60.96
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,0.9,1,Midtown Center,Garment District,12.95
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,3,1.95,1,Clinton East,Meatpacking/West Village West,11.8
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,2,0.8,1,Central Park,Midtown Center,9.24
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,1.8,1,Upper East Side South,Penn Station/Madison Sq West,13.8
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,1.45,1,Garment District,Midtown South,14.46
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,7.57,1,Midtown Center,Washington Heights South,31.4
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,1.45,1,Lenox Hill West,Midtown Center,13.56
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,2,7.78,1,Midtown North,Washington Heights North,34.56
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,0,2.3,1,Murray Hill,Lenox Hill West,16.5
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,0.7,1,Murray Hill,UN/Turtle Bay South,8.8
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,3,3.1,1,TriBeCa/Civic Center,Midtown South,20.75
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,2.4,1,Hudson Sq,Stuy Town/Peter Cooper Village,21.55
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,4.0,1,Garment District,Battery Park City,23.75
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,2,4.3,1,Manhattan Valley,Midtown Center,24.35
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,6,10.54,1,JFK Airport,Bellerose,37.56
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,1.01,1,Williamsburg (North Side),Greenpoint,9.36
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,9.06,1,LaGuardia Airport,Bedford,33.36
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,2,1.17,1,Midtown North,Midtown Center,11.16
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,5,1.54,1,Flatiron,SoHo,10.3
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,2,1.92,1,Times Sq/Theatre District,Upper West Side South,17.31
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,0.77,1,Central Harlem,Morningside Heights,6.96
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,2,2.04,1,Murray Hill,Upper East Side South,11.3
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,1.7,1,Lower East Side,Stuy Town/Peter Cooper Village,12.98
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,0.99,1,Midtown North,Upper East Side South,12.36
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,2,0.8,1,Battery Park City,TriBeCa/Civic Center,11.15
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,7.7,1,LaGuardia Airport,Yorkville West,38.87
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,2.2,1,Midtown South,Greenwich Village South,18.35
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,0.75,1,Murray Hill,Garment District,8.8
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,2.6,1,Clinton East,Upper West Side North,17.75
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,3,1.7,1,Upper East Side South,Times Sq/Theatre District,15.8
2019-06-04,Tuesday,21,2019-06-04,Tuesday,22,1,0.9,1,Midtown South,Murray Hill,11.3
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,2,4.27,1,West Village,Lenox Hill West,26.16
2019-06-04,Tuesday,21,2019-06-04,Tuesday,22,1,2.3,1,Midtown South,Upper East Side South,15.96
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,3.8,1,UN/Turtle Bay South,Yorkville West,20.76
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,3.4,1,UN/Turtle Bay South,Hudson Sq,22.85
2019-06-04,Tuesday,20,2019-06-04,Tuesday,21,5,2.12,1,West Village,World Trade Center,15.36
2019-06-04,Tuesday,21,2019-06-04,Tuesday,22,1,1.39,1,Midtown East,Clinton East,11.8
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,2,0.7,1,Midtown East,UN/Turtle Bay South,10.55
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,3,14.07,3,Times Sq/Theatre District,NA,68.3
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,0.5,1,Lenox Hill West,Yorkville West,7.8
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,1.07,1,Clinton East,East Chelsea,12.88
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,0,2.1,1,NV,NV,10.3
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,3.76,1,Midtown Center,Central Harlem,20.16
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,1.8,1,Yorkville East,Upper East Side South,14.15
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,7.43,1,Financial District North,Upper West Side South,34.43
2019-06-04,Tuesday,20,2019-06-04,Tuesday,21,1,1.67,1,Midtown Center,Gramercy,14.76
2019-06-04,Tuesday,21,2019-06-04,Tuesday,22,1,4.26,1,East Village,Financial District South,21.36
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,1.5,1,Midtown Center,Murray Hill,14.16
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,1.5,1,Upper East Side South,Central Park,9.8
2019-06-04,Tuesday,21,2019-06-04,Tuesday,22,2,2.81,1,Lincoln Square East,UN/Turtle Bay South,19.3
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,1.88,1,Penn Station/Madison Sq West,Clinton East,12.8
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,0,0.8,1,Lenox Hill East,Yorkville East,10.56
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,0.6,1,Upper West Side North,Upper West Side North,10.3
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,3.88,1,Kips Bay,East Harlem South,16.3
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,4.5,1,Financial District South,Park Slope,30.47
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,1.16,1,Upper West Side South,Lincoln Square West,13.56
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,6.9,1,Sutton Place/Turtle Bay North,East Williamsburg,36.1
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,6,2.38,1,Meatpacking/West Village West,Murray Hill,15.8
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,3.6,1,TriBeCa/Civic Center,West Chelsea/Hudson Yards,20.3
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,2,3.0,1,Garment District,Little Italy/NoLiTa,18.3
2019-06-04,Tuesday,21,2019-06-04,Tuesday,22,1,1.74,1,West Chelsea/Hudson Yards,Flatiron,14.16
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,2,9.8,1,Seaport,Mott Haven/Port Morris,29.8
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,0.38,1,West Village,Greenwich Village South,10.14
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,6,0.0,5,NV,NV,78.36
2019-06-04,Tuesday,21,2019-06-04,Tuesday,22,1,20.06,2,JFK Airport,Two Bridges/Seward Park,71.42
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,1.8,1,Midtown East,Kips Bay,14.3
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,5.9,1,Seaport,Lenox Hill West,22.3
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,4.61,1,Upper East Side North,Kips Bay,23.34
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,0.77,1,Garment District,Times Sq/Theatre District,9.96
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,2.75,1,LaGuardia Airport,Jackson Heights,16.3
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,2,2.09,1,Central Park,Upper East Side North,15.36
2019-06-04,Tuesday,20,2019-06-04,Tuesday,21,1,1.16,1,Gramercy,Midtown South,15.38
2019-06-04,Tuesday,21,2019-06-04,Tuesday,22,1,18.27,5,LaGuardia Airport,NA,98.8
2019-06-04,Tuesday,21,2019-06-04,Tuesday,22,6,11.4,1,LaGuardia Airport,Garment District,52.7
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,3.34,1,Garment District,Yorkville West,19.32
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,3.64,1,Upper East Side North,Garment District,18.8
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,2.3,1,Clinton West,Upper West Side North,14.75
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,4,0.8,1,Union Sq,Flatiron,13.3
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,1.3,1,East Village,Flatiron,11.3
2019-06-04,Tuesday,21,2019-06-04,Tuesday,22,1,3.45,1,Upper West Side North,Midtown South,21.04
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,2,0.0,5,Sutton Place/Turtle Bay North,Sutton Place/Turtle Bay North,83.76
2019-06-04,Tuesday,21,2019-06-04,Tuesday,22,2,2.01,1,TriBeCa/Civic Center,Gramercy,13.3
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,0.94,1,Upper East Side South,Midtown East,10.3
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,4.66,1,Greenwich Village North,Yorkville West,25.3
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,1.82,1,Upper East Side South,Upper East Side North,11.8
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,3.6,1,Union Sq,Lincoln Square West,20.75
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,2,3.41,1,East Village,Yorkville West,18.3
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,1,1.3,1,Upper East Side South,Upper East Side North,11.15
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,0,2.3,1,Lincoln Square East,Morningside Heights,15.35
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,1,5.05,1,Midtown Center,TriBeCa/Civic Center,29.76
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,1,1.3,1,Midtown East,Lenox Hill West,10.78
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,5,3.3,1,Long Island City/Queens Plaza,Astoria,20.76
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,2,3.72,1,JFK Airport,Baisley Park,13.3
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,2,2.1,1,Alphabet City,Penn Station/Madison Sq West,14.3
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,1,2.8,1,Penn Station/Madison Sq West,Long Island City/Hunters Point,21.42
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,1,2.69,1,West Chelsea/Hudson Yards,TriBeCa/Civic Center,16.56
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,2,6.5,1,Financial District North,Murray Hill,31.8
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,1,2.86,1,Lenox Hill West,East Harlem North,13.8
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,2,1.7,1,Upper East Side North,Sutton Place/Turtle Bay North,14.15
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,1,0.8,1,Upper East Side North,Yorkville East,10.3
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,1,1.61,1,Astoria,Jackson Heights,8.3
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,1,0.7,1,Sutton Place/Turtle Bay North,Midtown Center,9.49
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,2,1.28,1,Upper East Side South,Yorkville East,12.88
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,5,3.83,1,East Village,Upper East Side North,19.56
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,1,6.84,1,LaGuardia Airport,East Harlem South,31.92
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,1,1.5,1,Lenox Hill West,Upper East Side North,12.36
2019-06-04,Tuesday,22,2019-06-04,Tuesday,23,3,2.8,1,Lower East Side,Midtown South,20.3
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,1,0.79,1,Lenox Hill West,UN/Turtle Bay South,9.54
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,1,0.7,1,Upper East Side South,Lenox Hill West,10.55
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,1,1.12,1,Yorkville West,Upper West Side South,10.3
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,1,1.3,1,Lincoln Square East,Upper West Side South,11.8
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,1,0.99,1,Penn Station/Madison Sq West,Midtown Center,8.8
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,2,7.81,1,Midtown East,TriBeCa/Civic Center,35.8
2019-06-04,Tuesday,22,2019-06-04,Tuesday,23,1,18.7,2,JFK Airport,SoHo,66.35
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,1,2.52,1,Times Sq/Theatre District,Meatpacking/West Village West,16.38
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,1,1.4,1,Lincoln Square East,Upper East Side South,14.16
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,2,2.2,1,Upper West Side South,Penn Station/Madison Sq West,13.8
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,2,2.3,1,Lower East Side,Flatiron,17.15
2019-06-04,Tuesday,22,2019-06-04,Tuesday,23,1,2.2,1,Lenox Hill West,Clinton East,17.8
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,1,2.43,1,Midtown East,Alphabet City,15.8
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,6,0.57,1,NV,NV,10.56
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,4,1.44,1,Yorkville East,Lenox Hill West,11.8
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,1,1.32,1,Gramercy,East Village,12.36
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,3,2.26,1,Murray Hill,Lenox Hill East,14.8
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,1,0.6,1,Lenox Hill East,Yorkville East,8.3
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,1,1.3,1,Upper West Side North,Lincoln Square West,12.35
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,5,2.65,1,Clinton East,East Village,18.96
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,1,0.44,1,Midtown East,Sutton Place/Turtle Bay North,7.8
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,1,0.57,1,Gramercy,Kips Bay,9.36
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,1,1.42,1,Seaport,SoHo,12.88
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,1,2.0,1,Greenwich Village North,Murray Hill,14.3
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,1,3.4,1,Clinton East,TriBeCa/Civic Center,20.76
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,1,3.9,1,Lincoln Square West,Kips Bay,24.95
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,1,3.12,1,Midtown East,SoHo,20.16
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,1,2.02,1,Midtown East,Yorkville West,12.3
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,1,1.4,1,Lincoln Square East,Upper West Side North,12.35
2019-06-04,Tuesday,22,2019-06-04,Tuesday,23,2,10.8,1,Times Sq/Theatre District,Spuyten Duyvil/Kingsbridge,38.9
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,1,0.48,1,Midtown South,Garment District,8.3
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,1,1.3,1,West Chelsea/Hudson Yards,Clinton East,11.3
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,3,4.7,1,Greenwich Village North,Upper West Side South,27.69
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,1,6.9,1,Yorkville East,Meatpacking/West Village West,31.55
2019-06-04,Tuesday,22,2019-06-04,Tuesday,23,2,2.1,1,Midtown East,East Chelsea,17.15
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,3,1.16,1,Upper East Side North,Central Park,12.3
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,1,3.19,1,East Village,West Chelsea/Hudson Yards,18.3
2019-06-04,Tuesday,22,2019-06-04,Tuesday,23,4,2.12,1,Midtown East,West Chelsea/Hudson Yards,17.16
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,1,2.23,1,NV,NV,17.16
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,1,1.58,1,Midtown South,Sutton Place/Turtle Bay North,13.56
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,1,2.2,1,Midtown East,Greenwich Village North,16.55
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,2,1.2,1,Penn Station/Madison Sq West,Clinton East,13.3
2019-06-04,Tuesday,22,2019-06-04,Tuesday,23,1,2.0,1,Meatpacking/West Village West,Alphabet City,18.35
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,3,1.08,1,Meatpacking/West Village West,Union Sq,13.0
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,3,2.05,1,Lincoln Square East,Manhattan Valley,14.3
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,2,1.03,1,Gramercy,East Village,11.76
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,6,2.98,1,Clinton East,SoHo,19.12
2019-06-04,Tuesday,22,2019-06-04,Tuesday,22,1,1.27,1,Garment District,Murray Hill,12.3
2019-06-04,Tuesday,22,2019-06-04,Tuesday,23,1,6.53,1,West Village,Lenox Hill West,37.25
