pickup_date,pickup_day_of_week,pickup_hour,dropoff_date,dropoff_day_of_week,dropoff_hour,passenger_count,trip_distance,RatecodeID,pickup_location,dropoff_location,total_amount
2019-06-27,Thursday,9,2019-06-27,Thursday,10,2,1.78,1,Midtown East,Union Sq,26.16
2019-06-27,Thursday,9,2019-06-27,Thursday,9,1,1.79,1,Gramercy,Midtown Center,16.83
2019-06-27,Thursday,9,2019-06-27,Thursday,10,1,2.4,1,Long Island City/Queens Plaza,Midtown Center,20.75
2019-06-27,Thursday,9,2019-06-27,Thursday,9,1,2.2,1,Little Italy/NoLiTa,Midtown South,21.0
2019-06-27,Thursday,9,2019-06-27,Thursday,10,2,1.17,1,Penn Station/Madison Sq West,Times Sq/Theatre District,17.16
2019-06-27,Thursday,9,2019-06-27,Thursday,9,1,3.9,1,Financial District South,Midtown South,22.88
2019-06-27,Thursday,9,2019-06-27,Thursday,10,1,1.4,1,Clinton East,Murray Hill,20.8
2019-06-27,Thursday,9,2019-06-27,Thursday,9,1,1.5,1,Lincoln Square West,Times Sq/Theatre District,15.73
2019-06-27,Thursday,9,2019-06-27,Thursday,9,1,1.78,1,Bloomingdale,East Harlem North,10.3
2019-06-27,Thursday,9,2019-06-27,Thursday,10,1,2.14,1,Penn Station/Madison Sq West,Stuy Town/Peter Cooper Village,18.8
2019-06-27,Thursday,9,2019-06-27,Thursday,9,1,0.9,1,Murray Hill,UN/Turtle Bay South,12.8
2019-06-27,Thursday,9,2019-06-27,Thursday,10,1,1.45,1,West Village,Gramercy,15.36
2019-06-27,Thursday,9,2019-06-27,Thursday,9,1,5.0,1,Upper East Side North,West Chelsea/Hudson Yards,26.3
2019-06-27,Thursday,9,2019-06-27,Thursday,9,1,1.4,1,Yorkville West,East Harlem South,14.0
2019-06-27,Thursday,9,2019-06-27,Thursday,9,1,0.54,1,Central Park,Lincoln Square East,9.36
2019-06-27,Thursday,9,2019-06-27,Thursday,9,1,1.18,1,Kips Bay,Sutton Place/Turtle Bay North,14.16
2019-06-27,Thursday,9,2019-06-27,Thursday,10,1,2.5,1,Midtown South,Upper West Side South,21.95
2019-06-27,Thursday,9,2019-06-27,Thursday,9,1,0.39,1,Midtown East,Midtown East,10.56
2019-06-27,Thursday,8,2019-06-27,Thursday,8,1,9.92,1,Greenwich Village North,LaGuardia Airport,52.4
2019-06-27,Thursday,9,2019-06-27,Thursday,9,2,0.1,1,Times Sq/Theatre District,Midtown Center,7.8
2019-06-27,Thursday,9,2019-06-27,Thursday,10,6,1.54,1,Lenox Hill East,Midtown North,15.96
2019-06-27,Thursday,9,2019-06-27,Thursday,10,2,5.75,1,World Trade Center,Midtown South,32.76
2019-06-27,Thursday,9,2019-06-27,Thursday,10,1,1.8,1,Lenox Hill East,Midtown Center,19.2
2019-06-27,Thursday,9,2019-06-27,Thursday,10,1,2.1,1,SoHo,West Chelsea/Hudson Yards,15.95
2019-06-27,Thursday,9,2019-06-27,Thursday,9,1,1.27,1,Washington Heights South,Manhattanville,8.3
2019-06-27,Thursday,9,2019-06-27,Thursday,9,1,1.3,1,Yorkville East,Upper East Side South,15.36
2019-06-27,Thursday,9,2019-06-27,Thursday,9,6,0.78,1,Lenox Hill West,Yorkville East,9.8
2019-06-27,Thursday,9,2019-06-27,Thursday,9,6,1.94,1,Yorkville East,Sutton Place/Turtle Bay North,13.56
2019-06-27,Thursday,9,2019-06-27,Thursday,9,5,1.24,1,Lincoln Square East,Upper West Side South,10.3
2019-06-27,Thursday,9,2019-06-27,Thursday,9,1,2.0,1,Murray Hill,Lenox Hill East,16.3
2019-06-27,Thursday,9,2019-06-27,Thursday,9,1,0.8,1,Midtown Center,Midtown East,12.96
2019-06-27,Thursday,9,2019-06-27,Thursday,9,1,1.01,1,Midtown East,Garment District,15.3
2019-06-27,Thursday,9,2019-06-27,Thursday,9,1,0.9,1,Astoria,Queensbridge/Ravenswood,6.95
2019-06-27,Thursday,9,2019-06-27,Thursday,9,1,1.66,1,Hamilton Heights,Morningside Heights,9.3
2019-06-27,Thursday,9,2019-06-27,Thursday,9,1,0.69,1,Midtown Center,Murray Hill,13.56
2019-06-27,Thursday,9,2019-06-27,Thursday,9,1,1.08,1,Financial District North,Hudson Sq,11.56
2019-06-27,Thursday,9,2019-06-27,Thursday,11,1,0.0,1,Far Rockaway,Gramercy,78.12
2019-06-27,Thursday,9,2019-06-27,Thursday,9,1,1.21,1,Flatiron,Midtown South,17.94
2019-06-27,Thursday,9,2019-06-27,Thursday,9,1,0.82,1,Midtown East,Upper East Side South,8.8
2019-06-27,Thursday,9,2019-06-27,Thursday,9,1,0.28,1,Upper East Side South,Upper East Side South,7.3
2019-06-27,Thursday,9,2019-06-27,Thursday,9,1,3.44,1,Midtown Center,Long Island City/Hunters Point,35.3
2019-06-27,Thursday,9,2019-06-27,Thursday,10,1,1.6,1,Penn Station/Madison Sq West,Midtown Center,26.75
2019-06-27,Thursday,9,2019-06-27,Thursday,10,1,0.75,1,Union Sq,Midtown South,18.05
2019-06-27,Thursday,10,2019-06-27,Thursday,10,1,1.35,1,Flatiron,Midtown East,15.87
2019-06-27,Thursday,10,2019-06-27,Thursday,11,1,2.2,1,Morningside Heights,Lincoln Square East,17.3
2019-06-27,Thursday,10,2019-06-27,Thursday,10,1,1.0,1,NV,NV,11.0
2019-06-27,Thursday,10,2019-06-27,Thursday,10,1,0.9,1,Union Sq,Flatiron,12.35
2019-06-27,Thursday,10,2019-06-27,Thursday,11,2,1.88,1,World Trade Center,Little Italy/NoLiTa,20.8
2019-06-27,Thursday,10,2019-06-27,Thursday,10,1,0.33,1,Union Sq,Flatiron,9.96
2019-06-27,Thursday,10,2019-06-27,Thursday,11,1,2.8,1,Greenwich Village South,Midtown Center,24.1
2019-06-27,Thursday,10,2019-06-27,Thursday,10,1,1.09,1,Upper East Side South,Yorkville West,13.1
2019-06-27,Thursday,10,2019-06-27,Thursday,11,1,4.71,1,Midtown East,TriBeCa/Civic Center,36.8
2019-06-27,Thursday,10,2019-06-27,Thursday,11,1,0.6,1,East Harlem South,East Harlem North,10.8
2019-06-27,Thursday,9,2019-06-27,Thursday,9,1,2.89,1,Yorkville East,Midtown Center,22.8
2019-06-27,Thursday,10,2019-06-27,Thursday,10,2,2.79,1,Lincoln Square East,Murray Hill,19.3
2019-06-27,Thursday,10,2019-06-27,Thursday,10,1,3.52,1,Penn Station/Madison Sq West,Central Park,27.36
2019-06-27,Thursday,10,2019-06-27,Thursday,10,4,2.12,1,Lincoln Square East,West Chelsea/Hudson Yards,16.3
2019-06-27,Thursday,10,2019-06-27,Thursday,10,1,1.15,1,Upper East Side North,Upper East Side South,11.84
2019-06-27,Thursday,10,2019-06-27,Thursday,11,1,3.42,1,UN/Turtle Bay South,East Harlem South,30.8
2019-06-27,Thursday,10,2019-06-27,Thursday,10,1,0.6,1,Union Sq,Murray Hill,9.8
2019-06-27,Thursday,10,2019-06-27,Thursday,10,1,0.27,1,West Village,West Village,7.3
2019-06-27,Thursday,9,2019-06-27,Thursday,10,1,0.94,1,Times Sq/Theatre District,Clinton East,12.8
2019-06-27,Thursday,10,2019-06-27,Thursday,10,4,0.6,1,Union Sq,Penn Station/Madison Sq West,12.35
2019-06-27,Thursday,10,2019-06-27,Thursday,10,3,0.61,1,Greenwich Village South,Greenwich Village North,10.56
2019-06-27,Thursday,10,2019-06-27,Thursday,10,1,0.5,1,East Chelsea,Flatiron,9.49
2019-06-27,Thursday,10,2019-06-27,Thursday,10,1,1.53,1,Flatiron,Midtown Center,16.56
2019-06-27,Thursday,10,2019-06-27,Thursday,10,1,1.3,1,Times Sq/Theatre District,Clinton West,12.8
2019-06-27,Thursday,10,2019-06-27,Thursday,11,1,2.6,1,LaGuardia Airport,Steinway,10.3
2019-06-27,Thursday,10,2019-06-27,Thursday,11,1,0.4,1,Upper East Side South,Upper East Side South,7.5
2019-06-27,Thursday,10,2019-06-27,Thursday,10,1,1.8,1,East Chelsea,Kips Bay,25.55
2019-06-27,Thursday,10,2019-06-27,Thursday,10,1,0.35,1,East Chelsea,East Chelsea,7.3
2019-06-27,Thursday,10,2019-06-27,Thursday,10,2,3.0,1,Upper East Side North,Clinton East,20.75
2019-06-27,Thursday,10,2019-06-27,Thursday,10,1,1.96,1,Gramercy,Times Sq/Theatre District,23.16
2019-06-27,Thursday,10,2019-06-27,Thursday,11,1,4.3,1,Central Harlem,Sutton Place/Turtle Bay North,25.8
2019-06-27,Thursday,10,2019-06-27,Thursday,10,1,2.04,1,Midtown East,Long Island City/Hunters Point,15.34
2019-06-27,Thursday,10,2019-06-27,Thursday,10,1,0.67,1,West Village,Flatiron,11.16
2019-06-27,Thursday,10,2019-06-27,Thursday,10,1,1.02,1,Lenox Hill East,Upper East Side North,11.76
2019-06-27,Thursday,10,2019-06-27,Thursday,11,1,10.33,1,LaGuardia Airport,Midtown North,51.66
2019-06-27,Thursday,10,2019-06-27,Thursday,10,2,1.15,1,Murray Hill,Midtown Center,12.36
2019-06-27,Thursday,10,2019-06-27,Thursday,11,1,2.6,1,Greenwich Village North,Financial District North,26.15
2019-06-27,Thursday,10,2019-06-27,Thursday,10,5,1.84,1,Upper West Side North,East Harlem South,15.38
2019-06-27,Thursday,10,2019-06-27,Thursday,10,3,1.21,1,Gramercy,Murray Hill,15.99
2019-06-27,Thursday,10,2019-06-27,Thursday,10,1,0.4,1,Upper East Side South,Upper East Side South,7.8
2019-06-27,Thursday,10,2019-06-27,Thursday,10,3,3.92,1,Saint Albans,Rosedale,14.8
2019-06-27,Thursday,10,2019-06-27,Thursday,11,1,6.67,1,Clinton East,Times Sq/Theatre District,41.76
2019-06-27,Thursday,10,2019-06-27,Thursday,10,1,0.77,1,Midtown Center,Upper East Side South,11.76
2019-06-27,Thursday,10,2019-06-27,Thursday,11,6,0.56,1,Midtown North,Midtown Center,10.23
2019-06-27,Thursday,10,2019-06-27,Thursday,10,3,0.3,1,East Chelsea,East Chelsea,10.38
2019-06-27,Thursday,10,2019-06-27,Thursday,10,2,0.58,1,Lenox Hill East,Lenox Hill West,8.8
2019-06-27,Thursday,10,2019-06-27,Thursday,10,3,1.59,1,Upper East Side South,Midtown East,16.8
2019-06-27,Thursday,10,2019-06-27,Thursday,10,1,0.91,1,Midtown East,Times Sq/Theatre District,12.96
2019-06-27,Thursday,10,2019-06-27,Thursday,10,1,1.34,1,Garment District,Midtown Center,15.36
2019-06-27,Thursday,10,2019-06-27,Thursday,10,1,0.7,1,Midtown Center,Midtown Center,10.8
2019-06-27,Thursday,10,2019-06-27,Thursday,10,1,3.05,1,Lenox Hill West,West Chelsea/Hudson Yards,20.8
2019-06-27,Thursday,10,2019-06-27,Thursday,10,1,1.9,1,Lincoln Square East,Lenox Hill East,23.76
2019-06-27,Thursday,10,2019-06-27,Thursday,11,1,1.14,1,Midtown North,Garment District,12.8
2019-06-27,Thursday,10,2019-06-27,Thursday,10,1,2.3,1,Upper West Side South,Midtown East,26.35
2019-06-27,Thursday,10,2019-06-27,Thursday,10,1,0.7,1,Upper East Side South,Lenox Hill West,10.3
2019-06-27,Thursday,10,2019-06-27,Thursday,11,1,0.65,1,Midtown East,Upper East Side South,11.0
2019-06-27,Thursday,10,2019-06-27,Thursday,12,5,18.27,2,JFK Airport,Sutton Place/Turtle Bay North,61.42
2019-06-27,Thursday,10,2019-06-27,Thursday,10,1,1.55,1,Midtown North,Penn Station/Madison Sq West,15.36
2019-06-27,Thursday,10,2019-06-27,Thursday,11,0,2.5,1,Clinton East,Manhattan Valley,18.8
2019-06-27,Thursday,10,2019-06-27,Thursday,10,1,3.27,1,Upper East Side North,Midtown South,34.19
2019-06-27,Thursday,10,2019-06-27,Thursday,11,1,1.38,1,Union Sq,Midtown Center,15.8
2019-06-27,Thursday,10,2019-06-27,Thursday,10,2,1.2,1,Garment District,Union Sq,14.8
2019-06-27,Thursday,10,2019-06-27,Thursday,11,1,3.0,1,Lenox Hill East,East Harlem North,20.54
2019-06-27,Thursday,10,2019-06-27,Thursday,10,1,0.38,1,Midtown East,Midtown Center,11.76
2019-06-27,Thursday,10,2019-06-27,Thursday,11,2,13.72,1,JFK Airport,Flatlands,41.8
2019-06-27,Thursday,10,2019-06-27,Thursday,10,1,1.54,1,Central Park,Upper East Side North,16.8
2019-06-27,Thursday,10,2019-06-27,Thursday,10,0,1.0,1,West Chelsea/Hudson Yards,Clinton West,11.27
2019-06-27,Thursday,10,2019-06-27,Thursday,10,1,0.5,1,Midtown North,Midtown Center,10.56
2019-06-27,Thursday,10,2019-06-27,Thursday,10,1,1.09,1,Upper East Side South,Midtown North,13.56
2019-06-27,Thursday,10,2019-06-27,Thursday,11,1,6.6,1,Midtown Center,DUMBO/Vinegar Hill,31.3
2019-06-27,Thursday,10,2019-06-27,Thursday,10,1,1.2,1,Penn Station/Madison Sq West,Midtown East,11.3
2019-06-27,Thursday,10,2019-06-27,Thursday,10,2,2.6,1,West Village,Battery Park City,19.55
2019-06-27,Thursday,10,2019-06-27,Thursday,10,2,0.94,1,TriBeCa/Civic Center,Greenwich Village South,10.0
2019-06-27,Thursday,10,2019-06-27,Thursday,12,1,22.76,2,JFK Airport,Clinton East,73.7
2019-06-27,Thursday,10,2019-06-27,Thursday,10,2,1.12,1,Gramercy,Kips Bay,12.96
2019-06-27,Thursday,10,2019-06-27,Thursday,10,1,1.6,1,Central Park,Murray Hill,16.3
2019-06-27,Thursday,10,2019-06-27,Thursday,10,1,1.42,1,Clinton East,East Chelsea,13.3
2019-06-27,Thursday,10,2019-06-27,Thursday,10,1,0.5,1,Little Italy/NoLiTa,West Village,8.75
2019-06-27,Thursday,10,2019-06-27,Thursday,11,1,4.43,1,Times Sq/Theatre District,Lower East Side,23.8
2019-06-27,Thursday,10,2019-06-27,Thursday,11,2,6.25,1,Midtown North,World Trade Center,42.96
2019-06-27,Thursday,10,2019-06-27,Thursday,11,1,0.0,1,Hamilton Heights,Chinatown,31.0
2019-06-27,Thursday,10,2019-06-27,Thursday,10,5,1.12,1,Lincoln Square East,Lincoln Square West,14.16
2019-06-27,Thursday,10,2019-06-27,Thursday,11,1,1.15,1,Sutton Place/Turtle Bay North,Lenox Hill East,12.3
2019-06-27,Thursday,10,2019-06-27,Thursday,11,1,1.62,1,Clinton East,Midtown Center,19.3
2019-06-27,Thursday,10,2019-06-27,Thursday,10,1,0.33,1,Garment District,Garment District,9.8
2019-06-27,Thursday,10,2019-06-27,Thursday,10,1,1.4,1,Upper East Side South,East Harlem South,14.3
2019-06-27,Thursday,10,2019-06-27,Thursday,11,1,5.67,1,Morningside Heights,UN/Turtle Bay South,27.28
2019-06-27,Thursday,10,2019-06-27,Thursday,11,1,4.14,1,Financial District South,Midtown Center,35.16
2019-06-27,Thursday,10,2019-06-27,Thursday,11,6,3.07,1,Hudson Sq,Midtown Center,27.36
2019-06-27,Thursday,10,2019-06-27,Thursday,10,1,0.99,1,Upper East Side South,Upper East Side South,10.3
2019-06-27,Thursday,10,2019-06-27,Thursday,10,1,1.74,1,Greenwich Village North,TriBeCa/Civic Center,21.36
2019-06-27,Thursday,10,2019-06-27,Thursday,11,1,0.7,1,Murray Hill,Murray Hill,14.15
2019-06-27,Thursday,10,2019-06-27,Thursday,10,1,0.8,1,Midtown South,Gramercy,10.8
2019-06-27,Thursday,10,2019-06-27,Thursday,10,1,2.46,1,West Chelsea/Hudson Yards,Battery Park City,16.3
2019-06-27,Thursday,10,2019-06-27,Thursday,11,1,1.7,1,Little Italy/NoLiTa,Union Sq,15.95
2019-06-27,Thursday,10,2019-06-27,Thursday,10,2,0.93,1,East Chelsea,Penn Station/Madison Sq West,19.56
2019-06-27,Thursday,10,2019-06-27,Thursday,10,1,4.2,1,Midtown South,Williamsburg (South Side),23.8
2019-06-27,Thursday,10,2019-06-27,Thursday,10,4,1.07,1,Flatiron,Clinton East,14.8
2019-06-27,Thursday,10,2019-06-27,Thursday,10,1,1.3,1,UN/Turtle Bay South,Times Sq/Theatre District,17.88
2019-06-27,Thursday,10,2019-06-27,Thursday,10,1,1.02,1,Clinton East,Murray Hill,18.96
2019-06-27,Thursday,10,2019-06-27,Thursday,10,1,1.13,1,East Village,Union Sq,12.36
2019-06-27,Thursday,10,2019-06-27,Thursday,10,2,2.7,1,Yorkville East,Midtown Center,18.8
2019-06-27,Thursday,10,2019-06-27,Thursday,10,5,0.5,1,Washington Heights South,Hamilton Heights,5.76
2019-06-27,Thursday,10,2019-06-27,Thursday,11,1,0.9,1,Midtown East,Lenox Hill West,11.76
2019-06-27,Thursday,11,2019-06-27,Thursday,11,2,6.52,1,World Trade Center,Midtown East,30.3
2019-06-27,Thursday,11,2019-06-27,Thursday,11,1,2.4,1,Upper West Side South,Midtown East,18.95
2019-06-27,Thursday,11,2019-06-27,Thursday,12,1,2.7,1,Midtown East,Upper West Side North,18.0
2019-06-27,Thursday,11,2019-06-27,Thursday,11,1,0.0,1,Briarwood/Jamaica Hills,NV,29.0
2019-06-27,Thursday,11,2019-06-27,Thursday,12,1,1.8,1,Manhattan Valley,Lincoln Square East,17.15
2019-06-27,Thursday,11,2019-06-27,Thursday,11,1,2.38,1,Sutton Place/Turtle Bay North,Gramercy,20.3
2019-06-27,Thursday,11,2019-06-27,Thursday,11,0,1.7,1,Midtown Center,Gramercy,15.3
2019-06-27,Thursday,11,2019-06-27,Thursday,11,2,4.0,1,Meatpacking/West Village West,Sutton Place/Turtle Bay North,30.35
2019-06-27,Thursday,11,2019-06-27,Thursday,12,1,8.2,1,LaGuardia Airport,Upper East Side South,46.92
2019-06-27,Thursday,11,2019-06-27,Thursday,12,1,1.8,1,East Village,Murray Hill,21.3
2019-06-27,Thursday,11,2019-06-27,Thursday,12,1,10.16,1,LaGuardia Airport,Midtown Center,55.1
2019-06-27,Thursday,11,2019-06-27,Thursday,11,1,0.0,1,South Williamsburg,NV,31.0
2019-06-27,Thursday,11,2019-06-27,Thursday,12,1,14.7,1,Washington Heights South,Rego Park,53.92
2019-06-27,Thursday,11,2019-06-27,Thursday,11,2,1.0,1,Times Sq/Theatre District,West Chelsea/Hudson Yards,10.3
2019-06-27,Thursday,11,2019-06-27,Thursday,11,1,5.53,1,SoHo,Yorkville East,25.8
2019-06-27,Thursday,11,2019-06-27,Thursday,11,1,4.88,1,Central Harlem North,Times Sq/Theatre District,27.3
2019-06-27,Thursday,11,2019-06-27,Thursday,11,1,3.99,1,East Harlem South,Highbridge,14.3
2019-06-27,Thursday,11,2019-06-27,Thursday,11,2,0.78,1,Upper East Side South,Lenox Hill West,8.8
2019-06-27,Thursday,11,2019-06-27,Thursday,11,2,1.3,1,Sutton Place/Turtle Bay North,Gramercy,10.8
2019-06-27,Thursday,11,2019-06-27,Thursday,11,1,0.96,1,Upper East Side North,Upper East Side South,11.76
2019-06-27,Thursday,11,2019-06-27,Thursday,11,2,1.8,1,Upper West Side North,Morningside Heights,11.91
2019-06-27,Thursday,11,2019-06-27,Thursday,11,1,0.03,2,Midtown Center,Midtown Center,73.7
2019-06-27,Thursday,11,2019-06-27,Thursday,11,1,2.93,1,West Chelsea/Hudson Yards,Upper West Side South,20.16
2019-06-27,Thursday,11,2019-06-27,Thursday,11,1,0.6,1,Midtown Center,Midtown Center,11.15
2019-06-27,Thursday,11,2019-06-27,Thursday,11,1,0.4,1,Yorkville West,Upper East Side North,8.5
2019-06-27,Thursday,11,2019-06-27,Thursday,11,1,2.1,1,Lenox Hill East,Midtown East,15.8
2019-06-27,Thursday,11,2019-06-27,Thursday,11,5,1.46,1,Little Italy/NoLiTa,Financial District North,14.55
2019-06-27,Thursday,11,2019-06-27,Thursday,12,1,5.14,1,LaGuardia Airport,Flushing Meadows-Corona Park,20.8
2019-06-27,Thursday,11,2019-06-27,Thursday,12,1,14.7,1,LaGuardia Airport,Financial District North,55.92
2019-06-27,Thursday,11,2019-06-27,Thursday,11,1,1.06,1,Midtown South,Midtown Center,14.76
2019-06-27,Thursday,11,2019-06-27,Thursday,11,1,1.4,1,Times Sq/Theatre District,Murray Hill,16.8
2019-06-27,Thursday,11,2019-06-27,Thursday,11,1,1.5,1,Upper East Side South,Sutton Place/Turtle Bay North,12.8
2019-06-27,Thursday,11,2019-06-27,Thursday,11,1,4.11,1,Upper West Side South,UN/Turtle Bay South,22.3
2019-06-27,Thursday,11,2019-06-27,Thursday,11,1,0.5,1,Greenwich Village North,East Village,8.3
2019-06-27,Thursday,11,2019-06-27,Thursday,11,1,0.98,1,NV,NV,10.3
2019-06-27,Thursday,11,2019-06-27,Thursday,11,1,2.42,1,Lenox Hill East,Midtown East,18.59
2019-06-27,Thursday,11,2019-06-27,Thursday,11,1,1.01,1,Upper East Side North,Yorkville East,13.56
2019-06-27,Thursday,11,2019-06-27,Thursday,11,1,0.91,1,Midtown South,Greenwich Village North,13.56
2019-06-27,Thursday,11,2019-06-27,Thursday,12,1,1.3,1,Times Sq/Theatre District,East Chelsea,20.5
2019-06-27,Thursday,11,2019-06-27,Thursday,12,1,0.84,1,West Chelsea/Hudson Yards,West Chelsea/Hudson Yards,20.16
2019-06-27,Thursday,11,2019-06-27,Thursday,11,1,7.0,1,Sutton Place/Turtle Bay North,World Trade Center,27.8
2019-06-27,Thursday,11,2019-06-27,Thursday,11,0,5.4,1,Financial District North,Midtown South,36.95
2019-06-27,Thursday,11,2019-06-27,Thursday,11,2,0.91,1,Lenox Hill East,Upper East Side North,11.3
2019-06-27,Thursday,11,2019-06-27,Thursday,12,5,16.9,2,Midtown South,JFK Airport,76.78
2019-06-27,Thursday,11,2019-06-27,Thursday,11,1,0.4,1,Yorkville West,Upper East Side North,7.48
2019-06-27,Thursday,11,2019-06-27,Thursday,11,3,2.48,1,Murray Hill,Upper East Side North,19.3
2019-06-27,Thursday,11,2019-06-27,Thursday,11,1,1.4,1,Kips Bay,Alphabet City,13.5
2019-06-27,Thursday,11,2019-06-27,Thursday,12,1,10.13,1,Times Sq/Theatre District,LaGuardia Airport,50.9
2019-06-27,Thursday,11,2019-06-27,Thursday,11,1,2.3,1,Central Park,Union Sq,19.53
2019-06-27,Thursday,11,2019-06-27,Thursday,12,2,2.85,1,Midtown East,Greenwich Village North,19.3
2019-06-27,Thursday,11,2019-06-27,Thursday,11,1,1.5,1,UN/Turtle Bay South,Midtown North,16.3
2019-06-27,Thursday,11,2019-06-27,Thursday,11,1,1.54,1,West Village,Little Italy/NoLiTa,14.3
2019-06-27,Thursday,11,2019-06-27,Thursday,11,1,1.87,1,Lincoln Square West,Midtown North,17.88
2019-06-27,Thursday,11,2019-06-27,Thursday,11,2,4.1,1,JFK Airport,Springfield Gardens North,15.8
2019-06-27,Thursday,11,2019-06-27,Thursday,11,1,0.4,1,UN/Turtle Bay South,Sutton Place/Turtle Bay North,9.3
2019-06-27,Thursday,11,2019-06-27,Thursday,12,2,1.97,1,Upper East Side North,Midtown Center,18.96
2019-06-27,Thursday,11,2019-06-27,Thursday,11,1,1.12,1,East Village,Murray Hill,11.8
2019-06-27,Thursday,11,2019-06-27,Thursday,11,1,2.84,1,Gramercy,Lenox Hill East,16.8
2019-06-27,Thursday,11,2019-06-27,Thursday,11,1,3.0,1,Little Italy/NoLiTa,West Chelsea/Hudson Yards,17.8
2019-06-27,Thursday,11,2019-06-27,Thursday,12,1,17.95,2,Clinton West,JFK Airport,61.42
2019-06-27,Thursday,11,2019-06-27,Thursday,11,1,3.55,1,Lincoln Square West,Union Sq,31.3
