pickup_date,pickup_day_of_week,pickup_hour,dropoff_date,dropoff_day_of_week,dropoff_hour,passenger_count,trip_distance,RatecodeID,pickup_location,dropoff_location,total_amount
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,2,1.04,1,Morningside Heights,Central Harlem,7.8
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,1,1.48,1,Upper West Side South,Central Park,13.57
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,1,4.41,1,Murray Hill,Financial District North,23.16
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,2,2.0,1,Battery Park City,West Village,16.55
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,1,0.71,1,Upper West Side North,Upper West Side South,8.3
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,1,1.94,1,Clinton West,UN/Turtle Bay South,18.36
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,2,3.1,1,Battery Park City,Two Bridges/Seward Park,20.75
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,1,2.1,1,Midtown East,Yorkville East,15.95
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,1,0.7,1,Lincoln Square East,Central Park,10.3
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,1,0.67,1,Midtown North,Clinton West,9.55
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,2,1.23,1,Bloomingdale,Central Harlem,9.3
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,0,1.4,1,Kips Bay,Sutton Place/Turtle Bay North,11.8
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,2,1.5,1,Midtown East,Union Sq,14.75
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,1,0.7,1,Union Sq,Penn Station/Madison Sq West,12.74
2019-06-19,Wednesday,20,2019-06-19,Wednesday,21,2,18.44,2,JFK Airport,Flatiron,76.78
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,5,0.56,1,Midtown Center,Midtown East,10.56
2019-06-19,Wednesday,20,2019-06-19,Wednesday,21,3,11.56,1,Midtown South,Auburndale,54.5
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,1,4.79,1,Midtown East,Astoria,30.38
2019-06-19,Wednesday,20,2019-06-19,Wednesday,21,1,3.3,1,Penn Station/Madison Sq West,Chinatown,23.75
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,1,0.96,1,Yorkville East,Yorkville West,12.36
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,1,3.0,1,Upper East Side South,Manhattan Valley,16.3
2019-06-19,Wednesday,20,2019-06-19,Wednesday,21,1,3.46,1,Midtown East,Two Bridges/Seward Park,22.0
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,2,1.69,1,Sutton Place/Turtle Bay North,Upper East Side North,13.56
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,2,3.43,1,Lincoln Square East,Greenwich Village North,19.8
2019-06-19,Wednesday,20,2019-06-19,Wednesday,21,1,7.76,1,Midtown Center,Crown Heights North,41.0
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,1,3.51,1,East Village,East Williamsburg,22.3
2019-06-19,Wednesday,20,2019-06-19,Wednesday,21,5,17.48,2,Upper East Side North,JFK Airport,73.7
2019-06-19,Wednesday,20,2019-06-19,Wednesday,21,1,21.3,2,JFK Airport,Washington Heights South,65.92
2019-06-19,Wednesday,7,2019-06-20,Thursday,6,1,8.51,1,Midtown East,Washington Heights North,37.56
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,1,2.0,1,Midtown South,Lenox Hill East,17.75
2019-06-19,Wednesday,20,2019-06-19,Wednesday,21,6,4.32,1,Midtown East,Bloomingdale,21.3
2019-06-19,Wednesday,20,2019-06-19,Wednesday,21,1,17.9,2,Times Sq/Theatre District,JFK Airport,61.42
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,1,5.95,1,Midtown South,Steinway,30.8
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,1,2.21,1,Midtown East,Upper East Side North,17.16
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,1,1.1,1,Penn Station/Madison Sq West,Midtown Center,13.55
2019-06-19,Wednesday,20,2019-06-19,Wednesday,21,1,1.75,1,Upper East Side North,Sutton Place/Turtle Bay North,13.3
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,2,2.9,1,Midtown East,Two Bridges/Seward Park,22.8
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,2,2.05,1,SoHo,East Chelsea,15.8
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,1,2.09,1,Clinton East,Meatpacking/West Village West,18.5
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,1,8.43,1,East Elmhurst,JFK Airport,24.8
2019-06-19,Wednesday,20,2019-06-19,Wednesday,21,1,2.0,1,Midtown North,Upper West Side South,14.3
2019-06-19,Wednesday,20,2019-06-19,Wednesday,21,1,21.08,2,JFK Airport,Upper East Side South,73.7
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,6,0.73,1,JFK Airport,JFK Airport,5.8
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,1,2.18,1,Upper East Side South,Clinton East,13.82
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,2,4.52,1,Hudson Sq,Park Slope,27.96
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,3,0.83,1,Flatiron,Greenwich Village North,-8.8
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,1,11.6,1,JFK Airport,LaGuardia Airport,33.3
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,1,11.25,1,JFK Airport,Bedford,36.3
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,2,1.14,1,Kips Bay,Penn Station/Madison Sq West,12.8
2019-06-19,Wednesday,20,2019-06-19,Wednesday,21,2,1.3,1,West Chelsea/Hudson Yards,Midtown South,14.15
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,1,1.1,1,Central Harlem North,Central Harlem,9.35
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,1,1.66,1,Union Sq,East Village,15.96
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,1,0.42,1,Upper West Side South,Lincoln Square East,7.8
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,2,1.79,1,Midtown East,Clinton West,15.3
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,1,0.61,1,West Chelsea/Hudson Yards,West Chelsea/Hudson Yards,9.3
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,2,1.0,1,Garment District,Times Sq/Theatre District,11.8
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,2,2.57,1,West Chelsea/Hudson Yards,Battery Park City,14.3
2019-06-19,Wednesday,20,2019-06-19,Wednesday,21,1,0.6,1,Lenox Hill East,Lenox Hill West,7.8
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,2,0.0,1,Garment District,Garment District,6.3
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,1,0.56,1,Union Sq,Penn Station/Madison Sq West,9.36
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,1,0.5,1,UN/Turtle Bay South,UN/Turtle Bay South,8.8
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,1,0.57,1,Sutton Place/Turtle Bay North,Lenox Hill West,10.8
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,2,1.0,1,Union Sq,Murray Hill,13.55
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,1,9.7,1,LaGuardia Airport,DUMBO/Vinegar Hill,35.75
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,2,2.22,1,TriBeCa/Civic Center,East Chelsea,15.36
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,1,12.6,1,Lincoln Square East,Williamsbridge/Olinville,51.0
2019-06-19,Wednesday,20,2019-06-19,Wednesday,21,1,7.02,1,Lower East Side,Central Park,32.76
2019-06-19,Wednesday,20,2019-06-19,Wednesday,21,1,2.5,1,Murray Hill,Meatpacking/West Village West,17.15
2019-06-19,Wednesday,20,2019-06-19,Wednesday,21,1,26.67,1,JFK Airport,Carroll Gardens,80.8
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,2,8.0,1,Two Bridges/Seward Park,Manhattan Valley,36.95
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,1,0.5,1,Clinton East,Clinton West,9.35
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,2,1.15,1,TriBeCa/Civic Center,Greenwich Village South,13.56
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,1,2.19,1,Midtown Center,Flatiron,18.36
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,2,10.99,1,LaGuardia Airport,Times Sq/Theatre District,55.1
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,1,2.6,1,Little Italy/NoLiTa,Penn Station/Madison Sq West,16.3
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,1,5.21,1,Lower East Side,Ridgewood,32.3
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,1,1.0,1,Times Sq/Theatre District,Penn Station/Madison Sq West,15.96
2019-06-19,Wednesday,20,2019-06-19,Wednesday,21,1,3.5,1,Lower East Side,Park Slope,19.8
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,1,0.43,1,Garment District,Clinton East,9.96
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,1,0.85,1,Central Park,Upper West Side North,10.3
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,1,2.34,1,Clinton East,Gramercy,16.8
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,1,17.9,2,JFK Airport,Midtown Center,73.7
2019-06-19,Wednesday,20,2019-06-19,Wednesday,21,1,18.86,2,JFK Airport,Yorkville West,73.7
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,1,1.0,1,Union Sq,West Chelsea/Hudson Yards,10.3
2019-06-19,Wednesday,20,2019-06-19,Wednesday,21,1,18.55,1,Lincoln Square East,Coney Island,76.7
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,1,0.5,1,Flatiron,East Chelsea,10.56
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,1,10.07,1,LaGuardia Airport,Midtown Center,49.7
2019-06-19,Wednesday,20,2019-06-19,Wednesday,21,1,2.83,1,Yorkville West,UN/Turtle Bay South,20.38
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,2,2.7,1,Flatiron,Sutton Place/Turtle Bay North,19.3
2019-06-19,Wednesday,20,2019-06-19,Wednesday,21,1,7.77,1,JFK Airport,JFK Airport,27.8
2019-06-19,Wednesday,20,2019-06-19,Wednesday,21,1,2.39,1,Sutton Place/Turtle Bay North,Alphabet City,19.56
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,5,5.06,1,JFK Airport,JFK Airport,17.8
2019-06-19,Wednesday,20,2019-06-19,Wednesday,21,1,1.5,1,West Village,Penn Station/Madison Sq West,14.65
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,1,1.23,1,Midtown Center,Central Park,13.5
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,1,1.3,1,Clinton East,East Chelsea,13.8
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,1,0.4,1,Midtown North,Upper East Side South,10.12
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,1,0.44,1,Midtown South,Penn Station/Madison Sq West,8.8
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,1,1.19,1,East Chelsea,Union Sq,10.56
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,1,2.3,1,Sutton Place/Turtle Bay North,Union Sq,16.83
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,1,1.24,1,Lincoln Square West,Midtown North,12.3
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,2,0.9,1,Lenox Hill West,Sutton Place/Turtle Bay North,9.8
2019-06-19,Wednesday,20,2019-06-19,Wednesday,21,1,3.16,1,Lenox Hill West,East Chelsea,23.76
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,1,2.32,1,East Village,UN/Turtle Bay South,19.56
2019-06-19,Wednesday,20,2019-06-19,Wednesday,21,1,8.52,1,Seaport,Bay Ridge,35.16
2019-06-19,Wednesday,20,2019-06-19,Wednesday,21,1,1.31,1,Washington Heights North,Washington Heights South,8.3
2019-06-19,Wednesday,20,2019-06-19,Wednesday,21,1,5.0,1,Lincoln Square West,Washington Heights South,23.3
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,1,2.0,1,Midtown Center,Greenwich Village North,17.38
2019-06-19,Wednesday,21,2019-06-19,Wednesday,21,1,9.4,1,Washington Heights South,Stuy Town/Peter Cooper Village,39.75
2019-06-19,Wednesday,21,2019-06-19,Wednesday,21,1,2.0,1,East Village,UN/Turtle Bay South,16.8
2019-06-19,Wednesday,21,2019-06-19,Wednesday,21,1,1.7,1,East Chelsea,Greenwich Village North,14.15
2019-06-19,Wednesday,21,2019-06-19,Wednesday,21,1,2.6,1,Meatpacking/West Village West,Murray Hill,22.25
2019-06-19,Wednesday,21,2019-06-19,Wednesday,21,1,2.26,1,Central Park,Union Sq,18.59
2019-06-19,Wednesday,20,2019-06-19,Wednesday,20,4,1.14,1,Union Sq,Murray Hill,14.16
2019-06-19,Wednesday,21,2019-06-19,Wednesday,21,3,1.48,1,Midtown East,Clinton East,15.3
2019-06-19,Wednesday,21,2019-06-19,Wednesday,21,2,1.51,1,East Harlem South,Lenox Hill West,13.57
2019-06-19,Wednesday,21,2019-06-19,Wednesday,21,4,5.9,1,Times Sq/Theatre District,Financial District North,30.25
2019-06-19,Wednesday,21,2019-06-19,Wednesday,22,1,4.5,1,Sutton Place/Turtle Bay North,Williamsburg (North Side),23.8
2019-06-19,Wednesday,21,2019-06-19,Wednesday,21,1,1.9,1,Clinton East,Lincoln Square West,17.85
2019-06-19,Wednesday,21,2019-06-19,Wednesday,21,1,3.42,1,East Village,Yorkville East,21.36
2019-06-19,Wednesday,21,2019-06-19,Wednesday,21,1,2.9,1,UN/Turtle Bay South,Yorkville West,16.8
2019-06-19,Wednesday,21,2019-06-19,Wednesday,21,1,1.2,1,Sutton Place/Turtle Bay North,Lenox Hill East,11.16
2019-06-19,Wednesday,21,2019-06-19,Wednesday,21,1,1.9,1,Yorkville West,Upper West Side South,15.36
2019-06-19,Wednesday,21,2019-06-19,Wednesday,21,1,1.49,1,Upper East Side North,Lincoln Square East,12.36
2019-06-19,Wednesday,21,2019-06-19,Wednesday,21,1,1.1,1,Meatpacking/West Village West,TriBeCa/Civic Center,12.95
2019-06-19,Wednesday,21,2019-06-19,Wednesday,21,1,1.9,1,Upper West Side South,Morningside Heights,14.75
2019-06-19,Wednesday,21,2019-06-19,Wednesday,22,1,18.3,2,JFK Airport,Clinton East,66.36
2019-06-19,Wednesday,21,2019-06-19,Wednesday,21,1,1.38,1,Union Sq,West Village,12.8
2019-06-19,Wednesday,21,2019-06-19,Wednesday,21,1,1.07,1,Gramercy,Murray Hill,17.29
2019-06-19,Wednesday,21,2019-06-19,Wednesday,21,1,0.5,1,Gramercy,Gramercy,8.8
2019-06-19,Wednesday,21,2019-06-19,Wednesday,21,5,1.23,1,West Chelsea/Hudson Yards,East Chelsea,12.88
2019-06-19,Wednesday,21,2019-06-19,Wednesday,21,5,1.99,1,Midtown North,Upper West Side North,17.88
2019-06-19,Wednesday,21,2019-06-19,Wednesday,21,1,2.21,1,Yorkville West,Sutton Place/Turtle Bay North,17.76
2019-06-19,Wednesday,21,2019-06-19,Wednesday,21,1,0.5,1,Upper East Side North,Upper East Side North,9.35
2019-06-19,Wednesday,21,2019-06-19,Wednesday,21,2,1.36,1,Midtown North,East Chelsea,12.8
2019-06-19,Wednesday,21,2019-06-19,Wednesday,21,1,2.62,1,East Chelsea,Midtown North,17.3
2019-06-19,Wednesday,21,2019-06-19,Wednesday,21,1,1.65,1,Times Sq/Theatre District,Sutton Place/Turtle Bay North,12.8
2019-06-19,Wednesday,21,2019-06-19,Wednesday,22,1,1.11,1,Gramercy,Penn Station/Madison Sq West,13.3
2019-06-19,Wednesday,21,2019-06-19,Wednesday,22,2,3.55,1,Upper West Side South,UN/Turtle Bay South,19.8
2019-06-19,Wednesday,21,2019-06-19,Wednesday,22,1,2.78,1,East Village,Lenox Hill West,28.11
2019-06-19,Wednesday,21,2019-06-19,Wednesday,21,4,1.28,1,Clinton West,Lincoln Square East,13.5
2019-06-19,Wednesday,21,2019-06-19,Wednesday,21,3,2.34,1,Times Sq/Theatre District,Upper West Side North,17.76
2019-06-19,Wednesday,21,2019-06-19,Wednesday,22,1,1.3,1,Clinton East,Midtown Center,14.3
2019-06-19,Wednesday,21,2019-06-19,Wednesday,21,1,10.83,1,Financial District North,Hamilton Heights,39.8
