pickup_date,pickup_day_of_week,pickup_hour,dropoff_date,dropoff_day_of_week,dropoff_hour,passenger_count,trip_distance,RatecodeID,pickup_location,dropoff_location,total_amount
2019-06-08,Saturday,11,2019-06-08,Saturday,12,4,5.21,1,Midtown Center,Seaport,22.3
2019-06-08,Saturday,11,2019-06-08,Saturday,12,1,1.5,1,Midtown East,Garment District,15.3
2019-06-08,Saturday,11,2019-06-08,Saturday,12,3,5.49,1,Midtown South,Financial District South,23.8
2019-06-08,Saturday,11,2019-06-08,Saturday,11,1,0.8,1,UN/Turtle Bay South,Kips Bay,9.3
2019-06-08,Saturday,11,2019-06-08,Saturday,11,1,2.49,1,Sunnyside,Williamsburg (South Side),9.3
2019-06-08,Saturday,11,2019-06-08,Saturday,11,2,1.7,1,Upper East Side North,Midtown East,12.35
2019-06-08,Saturday,11,2019-06-08,Saturday,11,1,1.21,1,Lincoln Square East,Midtown North,11.16
2019-06-08,Saturday,11,2019-06-08,Saturday,11,1,0.55,1,Sutton Place/Turtle Bay North,Sutton Place/Turtle Bay North,7.3
2019-06-08,Saturday,11,2019-06-08,Saturday,11,1,0.9,1,Upper East Side South,Lenox Hill East,9.8
2019-06-08,Saturday,11,2019-06-08,Saturday,12,1,1.33,1,Gramercy,Garment District,16.3
2019-06-08,Saturday,11,2019-06-08,Saturday,11,2,1.9,1,Midtown East,Clinton West,20.3
2019-06-08,Saturday,11,2019-06-08,Saturday,11,1,0.7,1,West Village,Greenwich Village South,9.3
2019-06-08,Saturday,11,2019-06-08,Saturday,11,1,1.03,1,Midtown North,Clinton East,12.36
2019-06-08,Saturday,11,2019-06-08,Saturday,11,1,4.09,1,Clinton West,Battery Park City,23.16
2019-06-08,Saturday,11,2019-06-08,Saturday,11,1,3.1,2,Long Island City/Hunters Point,Garment District,-61.42
2019-06-08,Saturday,11,2019-06-08,Saturday,12,1,1.1,1,Union Sq,Garment District,10.3
2019-06-08,Saturday,11,2019-06-08,Saturday,11,5,1.1,1,Murray Hill,Union Sq,14.76
2019-06-08,Saturday,11,2019-06-08,Saturday,11,1,0.0,1,Midtown North,NV,7.8
2019-06-08,Saturday,11,2019-06-08,Saturday,11,2,0.57,1,Clinton East,Clinton West,7.8
2019-06-08,Saturday,11,2019-06-08,Saturday,11,1,2.05,1,Midtown South,Midtown North,18.3
2019-06-08,Saturday,11,2019-06-08,Saturday,11,1,2.41,1,Battery Park City,Lower East Side,15.8
2019-06-08,Saturday,11,2019-06-08,Saturday,11,1,0.69,1,Midtown South,Union Sq,9.75
2019-06-08,Saturday,11,2019-06-08,Saturday,11,1,1.92,1,Midtown East,Lincoln Square East,17.16
2019-06-08,Saturday,11,2019-06-08,Saturday,11,1,1.67,1,Greenwich Village North,Murray Hill,14.16
2019-06-08,Saturday,11,2019-06-08,Saturday,11,0,1.9,1,Lincoln Square East,Midtown Center,14.15
2019-06-08,Saturday,11,2019-06-08,Saturday,11,0,1.3,1,Upper East Side South,Yorkville West,10.3
2019-06-08,Saturday,11,2019-06-08,Saturday,11,1,0.95,1,Upper West Side North,Upper West Side South,10.56
2019-06-08,Saturday,11,2019-06-08,Saturday,11,2,1.23,1,Central Harlem,Manhattan Valley,7.3
2019-06-08,Saturday,10,2019-06-08,Saturday,11,1,1.6,1,Little Italy/NoLiTa,Gramercy,12.3
2019-06-08,Saturday,11,2019-06-08,Saturday,11,0,0.8,1,West Village,Union Sq,11.15
2019-06-08,Saturday,11,2019-06-08,Saturday,11,1,1.0,1,Lower East Side,Gramercy,8.8
2019-06-08,Saturday,11,2019-06-08,Saturday,11,1,3.26,1,Greenwich Village South,Midtown East,18.8
2019-06-08,Saturday,11,2019-06-08,Saturday,12,1,12.55,1,LaGuardia Airport,Penn Station/Madison Sq West,63.42
2019-06-08,Saturday,10,2019-06-08,Saturday,11,5,10.67,1,NV,NV,41.42
2019-06-08,Saturday,11,2019-06-08,Saturday,11,1,1.5,1,Upper West Side South,Bloomingdale,13.56
2019-06-08,Saturday,11,2019-06-08,Saturday,11,5,2.57,1,Midtown North,East Chelsea,15.3
2019-06-08,Saturday,10,2019-06-08,Saturday,11,1,1.27,1,Garment District,Lincoln Square East,12.36
2019-06-08,Saturday,11,2019-06-08,Saturday,11,1,1.72,1,World Trade Center,Meatpacking/West Village West,14.04
2019-06-08,Saturday,11,2019-06-08,Saturday,12,1,0.9,1,East Chelsea,East Chelsea,14.15
2019-06-08,Saturday,11,2019-06-08,Saturday,11,1,2.19,1,East Harlem North,Lenox Hill West,17.29
2019-06-08,Saturday,11,2019-06-08,Saturday,11,1,0.6,1,Upper West Side North,Manhattan Valley,6.6
2019-06-08,Saturday,11,2019-06-08,Saturday,11,2,0.81,1,Midtown North,Sutton Place/Turtle Bay North,10.3
2019-06-08,Saturday,11,2019-06-08,Saturday,12,1,18.88,1,Midtown North,LaGuardia Airport,69.3
2019-06-08,Saturday,11,2019-06-08,Saturday,12,1,1.7,1,West Village,Times Sq/Theatre District,17.8
2019-06-08,Saturday,11,2019-06-08,Saturday,11,1,2.02,1,Lincoln Square West,Garment District,12.3
2019-06-08,Saturday,11,2019-06-08,Saturday,11,1,17.6,2,JFK Airport,Midtown East,73.67
2019-06-08,Saturday,11,2019-06-08,Saturday,11,1,0.8,1,Gramercy,Kips Bay,10.8
2019-06-08,Saturday,11,2019-06-08,Saturday,12,1,6.85,1,Upper West Side North,East Village,33.96
2019-06-08,Saturday,11,2019-06-08,Saturday,11,1,1.02,1,Upper West Side South,Yorkville West,9.8
2019-06-08,Saturday,11,2019-06-08,Saturday,11,1,1.42,1,Yorkville East,Upper East Side South,11.3
2019-06-08,Saturday,11,2019-06-08,Saturday,11,1,1.02,1,Upper West Side North,Upper West Side South,11.76
2019-06-08,Saturday,11,2019-06-08,Saturday,11,2,1.7,1,TriBeCa/Civic Center,Union Sq,18.35
2019-06-08,Saturday,11,2019-06-08,Saturday,11,2,4.2,1,Financial District South,East Village,22.25
2019-06-08,Saturday,11,2019-06-08,Saturday,11,1,3.21,1,Times Sq/Theatre District,Upper West Side North,20.76
2019-06-08,Saturday,10,2019-06-08,Saturday,11,1,1.87,1,Times Sq/Theatre District,Flatiron,17.76
2019-06-08,Saturday,11,2019-06-08,Saturday,12,2,2.1,1,Murray Hill,Greenwich Village South,17.9
2019-06-08,Saturday,11,2019-06-08,Saturday,11,5,1.58,1,Times Sq/Theatre District,Clinton West,11.3
2019-06-08,Saturday,11,2019-06-08,Saturday,11,1,3.54,1,Flatiron,Upper West Side South,22.56
2019-06-08,Saturday,12,2019-06-08,Saturday,13,1,8.0,1,Central Harlem,LaGuardia Airport,38.87
2019-06-08,Saturday,12,2019-06-08,Saturday,13,1,1.05,1,Murray Hill,Sutton Place/Turtle Bay North,11.63
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,0.6,1,Sutton Place/Turtle Bay North,Lenox Hill West,8.75
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,0.6,1,Upper West Side South,Upper West Side North,9.12
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,1.17,1,Upper West Side South,Manhattan Valley,12.74
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,1.0,1,Upper East Side South,Upper East Side South,8.8
2019-06-08,Saturday,12,2019-06-08,Saturday,13,1,1.3,1,Gramercy,East Village,11.3
2019-06-08,Saturday,12,2019-06-08,Saturday,12,2,1.9,1,TriBeCa/Civic Center,West Village,16.6
2019-06-08,Saturday,12,2019-06-08,Saturday,12,2,7.9,1,LaGuardia Airport,Murray Hill,43.67
2019-06-08,Saturday,12,2019-06-08,Saturday,12,2,1.5,1,Upper East Side North,Sutton Place/Turtle Bay North,14.15
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,1.56,1,Midtown East,West Chelsea/Hudson Yards,18.8
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,1.7,1,Upper West Side North,Morningside Heights,12.8
2019-06-08,Saturday,12,2019-06-08,Saturday,13,1,1.45,1,Murray Hill,Penn Station/Madison Sq West,24.36
2019-06-08,Saturday,12,2019-06-08,Saturday,13,0,11.8,1,LaGuardia Airport,Financial District North,59.27
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,1.0,1,Hudson Sq,West Village,11.75
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,1.14,1,Upper East Side North,East Harlem South,11.62
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,0.9,1,Midtown Center,Sutton Place/Turtle Bay North,11.8
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,7.2,1,Upper West Side South,Financial District South,37.8
2019-06-08,Saturday,12,2019-06-08,Saturday,12,2,2.07,1,Midtown East,Union Sq,17.76
2019-06-08,Saturday,11,2019-06-08,Saturday,12,1,1.72,1,Upper West Side North,Lincoln Square East,15.38
2019-06-08,Saturday,12,2019-06-08,Saturday,12,2,3.2,1,Sutton Place/Turtle Bay North,East Chelsea,24.1
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,2.4,1,Midtown Center,Upper East Side North,21.3
2019-06-08,Saturday,12,2019-06-08,Saturday,13,2,3.2,1,Midtown East,SoHo,26.3
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,1.7,1,Penn Station/Madison Sq West,UN/Turtle Bay South,13.8
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,1.53,1,NV,NV,13.56
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,1.44,1,Murray Hill,Lenox Hill East,13.8
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,0.7,1,Lincoln Square East,Lincoln Square East,8.3
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,0.8,1,East Chelsea,Clinton West,11.15
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,0.34,1,Midtown East,Midtown East,6.8
2019-06-08,Saturday,12,2019-06-08,Saturday,12,2,2.02,1,West Chelsea/Hudson Yards,Clinton West,16.3
2019-06-08,Saturday,12,2019-06-08,Saturday,13,2,3.8,1,Yorkville West,Times Sq/Theatre District,20.8
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,1.43,1,Upper West Side North,Lincoln Square West,12.36
2019-06-08,Saturday,12,2019-06-08,Saturday,13,1,3.2,1,Midtown North,Gramercy,18.8
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,0.55,1,Upper East Side North,Upper East Side South,9.12
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,3.56,1,Battery Park City,West Chelsea/Hudson Yards,22.8
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,1.2,1,Midtown South,East Chelsea,10.3
2019-06-08,Saturday,12,2019-06-08,Saturday,13,1,1.35,1,Lincoln Square East,Upper West Side South,10.3
2019-06-08,Saturday,12,2019-06-08,Saturday,12,3,0.33,1,Manhattan Valley,Upper West Side North,4.8
2019-06-08,Saturday,12,2019-06-08,Saturday,13,2,4.32,1,Central Park,East Village,27.96
2019-06-08,Saturday,12,2019-06-08,Saturday,13,1,2.3,1,Upper East Side North,Times Sq/Theatre District,15.3
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,0.45,1,Upper East Side North,Upper East Side North,7.3
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,1.2,1,Lincoln Square West,Times Sq/Theatre District,14.75
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,1.49,1,Midtown North,Central Park,14.76
2019-06-08,Saturday,12,2019-06-08,Saturday,12,5,1.85,1,East Village,Murray Hill,16.56
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,1.7,1,Central Park,Upper East Side North,11.8
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,1.35,1,Upper East Side North,Midtown East,13.56
2019-06-08,Saturday,12,2019-06-08,Saturday,13,1,2.4,1,Little Italy/NoLiTa,Penn Station/Madison Sq West,18.35
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,1.49,1,Murray Hill,Midtown East,12.96
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,3.15,1,Financial District North,Union Sq,18.3
2019-06-08,Saturday,12,2019-06-08,Saturday,12,6,0.68,1,Midtown Center,Times Sq/Theatre District,14.76
2019-06-08,Saturday,12,2019-06-08,Saturday,12,2,1.05,1,Gramercy,Lower East Side,12.36
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,0.5,1,Upper West Side North,Upper West Side North,8.3
2019-06-08,Saturday,12,2019-06-08,Saturday,13,1,2.13,1,Upper East Side North,Lincoln Square East,16.56
2019-06-08,Saturday,12,2019-06-08,Saturday,12,3,1.63,1,Battery Park City,Financial District South,10.3
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,1.22,1,Lincoln Square East,Upper West Side North,10.12
2019-06-08,Saturday,12,2019-06-08,Saturday,13,4,3.76,1,Meatpacking/West Village West,Boerum Hill,20.8
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,3.95,1,Upper West Side South,Union Sq,21.3
2019-06-08,Saturday,12,2019-06-08,Saturday,12,3,0.69,1,East Chelsea,Union Sq,11.3
2019-06-08,Saturday,12,2019-06-08,Saturday,13,1,0.42,1,Kips Bay,Gramercy,8.76
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,1.9,1,Sutton Place/Turtle Bay North,Gramercy,12.3
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,1.9,1,Upper West Side South,East Harlem South,12.8
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,1.04,1,Upper East Side South,Lenox Hill West,11.3
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,0.9,1,Lincoln Square East,Upper West Side South,11.15
2019-06-08,Saturday,12,2019-06-08,Saturday,12,5,0.68,1,Gramercy,Union Sq,10.56
2019-06-08,Saturday,12,2019-06-08,Saturday,12,4,0.32,1,Meatpacking/West Village West,Meatpacking/West Village West,6.8
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,2.78,1,Gramercy,Lenox Hill East,22.3
2019-06-08,Saturday,12,2019-06-08,Saturday,13,1,2.9,1,Yorkville West,Lincoln Square East,19.3
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,0.5,1,NV,Clinton East,8.75
2019-06-08,Saturday,12,2019-06-08,Saturday,13,0,2.4,1,Murray Hill,Lincoln Square East,26.3
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,1.4,1,Lincoln Square East,Midtown Center,12.8
2019-06-08,Saturday,12,2019-06-08,Saturday,13,1,0.8,1,Upper East Side South,Lenox Hill East,9.95
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,1.4,1,Murray Hill,Greenwich Village North,14.15
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,0.5,1,Flatiron,Union Sq,11.6
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,2.05,1,Midtown South,Clinton East,15.3
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,10.04,1,Lincoln Square East,LaGuardia Airport,42.88
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,4.6,1,Financial District North,Flatiron,26.6
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,2.3,1,West Chelsea/Hudson Yards,TriBeCa/Civic Center,22.25
2019-06-08,Saturday,12,2019-06-08,Saturday,13,1,4.13,1,Upper East Side North,Clinton East,26.0
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,22.7,1,JFK Airport,Bay Ridge,76.62
2019-06-08,Saturday,12,2019-06-08,Saturday,12,6,3.41,1,LaGuardia Airport,Corona,11.8
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,1.39,1,Lincoln Square East,Times Sq/Theatre District,18.5
2019-06-08,Saturday,12,2019-06-08,Saturday,13,2,1.74,1,Gramercy,Little Italy/NoLiTa,17.29
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,0.97,1,Gramercy,Murray Hill,10.56
2019-06-08,Saturday,12,2019-06-08,Saturday,13,1,6.5,1,Murray Hill,Battery Park City,41.3
2019-06-08,Saturday,12,2019-06-08,Saturday,12,4,0.0,5,NV,NV,28.92
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,2.96,1,Times Sq/Theatre District,Lenox Hill East,22.49
2019-06-08,Saturday,12,2019-06-08,Saturday,12,2,1.4,1,Upper West Side South,Upper East Side North,12.35
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,1.94,1,Yorkville East,Sutton Place/Turtle Bay North,10.8
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,1.64,1,Central Park,Upper East Side North,13.56
2019-06-08,Saturday,12,2019-06-08,Saturday,13,5,15.51,1,LaGuardia Airport,Kensington,56.62
2019-06-08,Saturday,12,2019-06-08,Saturday,13,1,3.1,1,Midtown North,East Chelsea,21.3
2019-06-08,Saturday,12,2019-06-08,Saturday,13,1,5.13,1,Greenwich Village South,Yorkville West,31.56
2019-06-08,Saturday,12,2019-06-08,Saturday,13,1,12.2,1,LaGuardia Airport,Midtown East,45.92
2019-06-08,Saturday,12,2019-06-08,Saturday,13,1,2.4,1,Penn Station/Madison Sq West,Lenox Hill East,21.3
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,3.19,1,Lincoln Square East,Upper East Side North,20.8
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,0.89,1,LaGuardia Airport,LaGuardia Airport,6.36
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,0.43,1,UN/Turtle Bay South,Midtown Center,8.8
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,1.2,1,SoHo,Financial District South,14.15
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,4.1,1,Murray Hill,Manhattan Valley,26.3
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,0.66,1,Upper East Side North,Central Park,9.3
2019-06-08,Saturday,12,2019-06-08,Saturday,12,0,4.4,1,East Harlem South,Kips Bay,24.95
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,0.77,1,West Chelsea/Hudson Yards,West Chelsea/Hudson Yards,9.8
2019-06-08,Saturday,12,2019-06-08,Saturday,13,1,0.9,1,Upper East Side North,Upper East Side North,9.68
2019-06-08,Saturday,12,2019-06-08,Saturday,13,1,3.23,1,East Village,Midtown Center,21.3
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,0.88,1,East Chelsea,Penn Station/Madison Sq West,11.3
2019-06-08,Saturday,12,2019-06-08,Saturday,13,1,0.5,1,Lincoln Square West,Upper West Side South,8.3
2019-06-08,Saturday,12,2019-06-08,Saturday,12,6,0.53,1,Penn Station/Madison Sq West,Union Sq,14.16
2019-06-08,Saturday,12,2019-06-08,Saturday,12,6,17.23,2,Midtown South,JFK Airport,72.5
2019-06-08,Saturday,11,2019-06-08,Saturday,12,1,0.88,1,Upper East Side South,Midtown East,10.3
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,0.9,1,Times Sq/Theatre District,Clinton East,8.8
2019-06-08,Saturday,12,2019-06-08,Saturday,13,1,1.17,1,SoHo,Penn Station/Madison Sq West,13.56
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,1.73,1,Lenox Hill East,Murray Hill,13.56
2019-06-08,Saturday,12,2019-06-08,Saturday,13,1,0.83,1,Garment District,Midtown South,12.8
2019-06-08,Saturday,12,2019-06-08,Saturday,13,1,3.46,1,TriBeCa/Civic Center,Midtown East,21.8
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,0.84,1,Greenwich Village South,East Village,11.3
2019-06-08,Saturday,12,2019-06-08,Saturday,12,2,2.07,1,Penn Station/Madison Sq West,Sutton Place/Turtle Bay North,13.3
2019-06-08,Saturday,12,2019-06-08,Saturday,12,2,0.8,1,East Village,West Village,10.3
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,1.32,1,Penn Station/Madison Sq West,Clinton East,20.76
2019-06-08,Saturday,12,2019-06-08,Saturday,12,1,1.9,1,Midtown North,Upper West Side South,16.0
2019-06-08,Saturday,12,2019-06-08,Saturday,13,1,5.14,1,Greenwich Village South,Yorkville West,26.3
2019-06-08,Saturday,13,2019-06-08,Saturday,13,1,1.38,1,Bloomingdale,Upper West Side South,10.3
2019-06-08,Saturday,13,2019-06-08,Saturday,13,1,3.18,1,Clinton East,Lenox Hill East,20.5
2019-06-08,Saturday,13,2019-06-08,Saturday,13,1,0.8,1,Upper East Side North,Yorkville West,11.0
2019-06-08,Saturday,13,2019-06-08,Saturday,13,1,1.05,1,Times Sq/Theatre District,Penn Station/Madison Sq West,8.8
2019-06-08,Saturday,13,2019-06-08,Saturday,13,1,2.2,1,Lincoln Square West,Lenox Hill West,15.3
2019-06-08,Saturday,13,2019-06-08,Saturday,13,1,2.5,1,Upper East Side North,East Harlem South,21.3
2019-06-08,Saturday,13,2019-06-08,Saturday,14,1,1.7,1,Upper East Side South,Upper East Side South,15.95
2019-06-08,Saturday,13,2019-06-08,Saturday,13,1,0.8,1,Midtown North,Lincoln Square East,10.8
2019-06-08,Saturday,13,2019-06-08,Saturday,14,6,7.34,1,Lenox Hill West,Battery Park City,34.56
2019-06-08,Saturday,13,2019-06-08,Saturday,13,1,2.7,1,Gramercy,Upper East Side South,20.5
2019-06-08,Saturday,13,2019-06-08,Saturday,14,1,2.0,1,Upper West Side South,Midtown Center,13.3
2019-06-08,Saturday,13,2019-06-08,Saturday,13,1,1.9,1,Upper West Side North,Central Harlem,11.75
2019-06-08,Saturday,13,2019-06-08,Saturday,13,2,1.92,1,NV,NV,13.8
2019-06-08,Saturday,13,2019-06-08,Saturday,13,1,5.6,1,Sunnyside,Greenwich Village North,31.8
2019-06-08,Saturday,13,2019-06-08,Saturday,13,2,1.68,1,Upper East Side South,Lincoln Square West,17.16
2019-06-08,Saturday,13,2019-06-08,Saturday,13,1,15.67,1,JFK Airport,Long Island City/Queens Plaza,45.3
2019-06-08,Saturday,13,2019-06-08,Saturday,13,2,10.11,1,Midtown North,LaGuardia Airport,44.92
2019-06-08,Saturday,13,2019-06-08,Saturday,13,1,2.86,1,Lenox Hill West,Clinton East,19.3
2019-06-08,Saturday,13,2019-06-08,Saturday,13,5,6.38,1,World Trade Center,Midtown East,29.76
2019-06-08,Saturday,13,2019-06-08,Saturday,13,6,1.17,1,Upper East Side South,Sutton Place/Turtle Bay North,11.8
2019-06-08,Saturday,13,2019-06-08,Saturday,13,1,1.8,1,Lenox Hill West,Kips Bay,11.8
2019-06-08,Saturday,13,2019-06-08,Saturday,13,1,2.3,1,Lincoln Square East,Meatpacking/West Village West,15.95
2019-06-08,Saturday,13,2019-06-08,Saturday,13,1,10.77,1,LaGuardia Airport,Times Sq/Theatre District,51.92
2019-06-08,Saturday,13,2019-06-08,Saturday,13,0,2.6,1,Flatiron,Sutton Place/Turtle Bay North,20.3
2019-06-08,Saturday,13,2019-06-08,Saturday,13,3,3.0,1,Hudson Sq,Midtown East,19.9
2019-06-08,Saturday,13,2019-06-08,Saturday,14,2,3.7,1,Union Sq,Upper West Side South,28.3
2019-06-08,Saturday,13,2019-06-08,Saturday,14,1,3.37,1,Murray Hill,TriBeCa/Civic Center,21.96
2019-06-08,Saturday,13,2019-06-08,Saturday,13,1,0.66,1,Yorkville East,Upper East Side North,9.96
2019-06-08,Saturday,13,2019-06-08,Saturday,13,1,0.22,1,Saint Albans,Saint Albans,7.3
2019-06-08,Saturday,13,2019-06-08,Saturday,13,1,0.82,1,Upper East Side South,Upper East Side North,10.56
2019-06-08,Saturday,13,2019-06-08,Saturday,13,1,0.4,1,East Harlem North,East Harlem North,5.3
2019-06-08,Saturday,13,2019-06-08,Saturday,13,1,3.21,1,Penn Station/Madison Sq West,Upper East Side North,22.8
2019-06-08,Saturday,13,2019-06-08,Saturday,13,5,0.61,1,Union Sq,Greenwich Village North,7.8
2019-06-08,Saturday,13,2019-06-08,Saturday,14,5,2.75,1,East Chelsea,Upper West Side South,20.16
2019-06-08,Saturday,13,2019-06-08,Saturday,13,3,2.86,1,Financial District North,Flatiron,17.76
2019-06-08,Saturday,13,2019-06-08,Saturday,13,1,7.2,1,LaGuardia Airport,Greenpoint,27.96
2019-06-08,Saturday,13,2019-06-08,Saturday,14,3,20.32,2,Upper West Side North,JFK Airport,61.42
2019-06-08,Saturday,13,2019-06-08,Saturday,13,6,3.18,1,Upper East Side South,East Village,15.8
2019-06-08,Saturday,13,2019-06-08,Saturday,13,2,1.6,1,Sutton Place/Turtle Bay North,Upper East Side North,12.35
2019-06-08,Saturday,13,2019-06-08,Saturday,14,1,0.7,1,Union Sq,Greenwich Village North,20.75
2019-06-08,Saturday,13,2019-06-08,Saturday,13,1,2.0,1,Greenwich Village South,Financial District South,11.8
2019-06-08,Saturday,13,2019-06-08,Saturday,13,1,9.42,1,Financial District South,Central Harlem,42.3
2019-06-08,Saturday,13,2019-06-08,Saturday,13,1,2.61,1,Upper West Side North,Central Harlem North,18.96
2019-06-08,Saturday,13,2019-06-08,Saturday,14,1,18.06,2,JFK Airport,Midtown South,61.42
2019-06-08,Saturday,13,2019-06-08,Saturday,14,1,1.88,1,Yorkville East,Central Park,13.8
2019-06-08,Saturday,13,2019-06-08,Saturday,13,2,1.3,1,Murray Hill,Stuy Town/Peter Cooper Village,13.56
