pickup_date,pickup_day_of_week,pickup_hour,dropoff_date,dropoff_day_of_week,dropoff_hour,passenger_count,trip_distance,RatecodeID,pickup_location,dropoff_location,payment_type,tip_amount,total_amount
2019-06-04,Tuesday,20,2019-06-04,Tuesday,20,2,16.37,1,Queens,Brooklyn,1,5.0,52.8
2019-06-04,Tuesday,20,2019-06-04,Tuesday,20,1,1.86,1,Manhattan,Manhattan,1,2.56,15.36
2019-06-04,Tuesday,20,2019-06-04,Tuesday,20,1,3.57,1,Manhattan,Manhattan,1,3.46,20.76
2019-06-04,Tuesday,20,2019-06-04,Tuesday,20,1,1.33,1,Manhattan,Manhattan,1,2.06,12.36
2019-06-04,Tuesday,20,2019-06-04,Tuesday,20,1,1.68,1,Unknown,Unknown,1,1.76,10.56
2019-06-04,Tuesday,20,2019-06-04,Tuesday,20,2,0.5,1,Manhattan,Manhattan,1,1.85,11.15
2019-06-04,Tuesday,20,2019-06-04,Tuesday,21,1,20.86,2,Queens,Manhattan,1,15.35,76.77
2019-06-04,Tuesday,20,2019-06-04,Tuesday,20,1,1.88,1,Manhattan,Manhattan,1,2.46,14.76
2019-06-04,Tuesday,20,2019-06-04,Tuesday,20,1,4.8,1,Manhattan,Manhattan,1,3.96,23.76
2019-06-04,Tuesday,20,2019-06-04,Tuesday,20,3,1.0,1,Manhattan,Manhattan,1,1.95,11.75
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,1.8,1,Manhattan,Manhattan,2,0.0,12.3
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,2,1.1,1,Manhattan,Manhattan,1,2.05,12.35
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,0.8,1,Manhattan,Manhattan,1,1.0,11.8
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,2,1.01,1,Manhattan,Manhattan,2,0.0,9.8
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,2,2.4,1,Manhattan,Manhattan,1,2.85,17.15
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,2,1.19,1,Manhattan,Manhattan,2,0.0,11.8
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,0.55,1,Manhattan,Manhattan,2,0.0,8.3
2019-06-04,Tuesday,21,2019-06-04,Tuesday,22,2,15.5,1,Manhattan,Brooklyn,1,1.0,59.92
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,0,2.5,1,Manhattan,Manhattan,2,0.0,15.3
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,1.0,1,Manhattan,Manhattan,2,0.0,9.8
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,2,0.7,1,Manhattan,Manhattan,1,1.66,9.96
2019-06-04,Tuesday,20,2019-06-04,Tuesday,21,1,7.92,1,Manhattan,Brooklyn,1,6.16,36.96
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,2,5.24,1,Manhattan,Queens,1,4.96,29.76
2019-06-04,Tuesday,21,2019-06-04,Tuesday,22,3,5.4,1,Manhattan,Queens,1,3.5,27.8
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,0.72,1,Manhattan,Manhattan,1,1.86,11.16
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,4.8,1,Manhattan,Manhattan,1,3.96,23.76
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,0.8,1,Unknown,Unknown,1,61.2,65.0
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,3.3,1,Manhattan,Manhattan,1,3.15,18.95
2019-06-04,Tuesday,21,2019-06-04,Tuesday,21,1,1.55,1,Manhattan,Manhattan,1,2.46,14.76
