pickup_date,pickup_day_of_week,pickup_hour,dropoff_date,dropoff_day_of_week,dropoff_hour,passenger_count,trip_distance,RatecodeID,pickup_location,dropoff_location,total_amount
2019-06-12,Wednesday,10,2019-06-12,Wednesday,10,2,3.87,1,Astoria,Greenpoint,19.75
2019-06-12,Wednesday,10,2019-06-12,Wednesday,10,1,1.6,1,East Village,Penn Station/Madison Sq West,14.8
2019-06-12,Wednesday,10,2019-06-12,Wednesday,10,1,0.83,1,Upper West Side South,Upper West Side North,9.96
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,0.4,1,Upper East Side North,Upper East Side North,9.35
2019-06-12,Wednesday,11,2019-06-12,Wednesday,12,1,4.21,1,Midtown Center,Morningside Heights,24.3
2019-06-12,Wednesday,11,2019-06-12,Wednesday,12,1,2.69,1,Greenwich Village North,Midtown Center,27.69
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,0.76,1,Upper East Side North,Upper East Side South,11.76
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,3,1.4,1,Midtown South,Upper East Side South,18.95
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,1.3,1,Rego Park,Forest Hills,7.8
2019-06-12,Wednesday,11,2019-06-12,Wednesday,12,1,0.8,1,Upper East Side North,Upper East Side South,14.75
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,2,0.89,1,Union Sq,East Village,12.25
2019-06-12,Wednesday,11,2019-06-12,Wednesday,12,1,2.76,1,Morningside Heights,Upper East Side North,21.36
2019-06-12,Wednesday,11,2019-06-12,Wednesday,12,1,0.91,1,Midtown East,Midtown North,21.84
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,2,0.71,1,Sutton Place/Turtle Bay North,Upper East Side South,11.3
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,1.51,1,Upper West Side South,Upper East Side South,13.56
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,1.2,1,Upper West Side South,Upper East Side North,11.8
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,2,4.6,1,Midtown South,Seaport,24.35
2019-06-12,Wednesday,11,2019-06-12,Wednesday,12,4,9.87,1,Murray Hill,LaGuardia Airport,47.3
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,0,1.5,1,TriBeCa/Civic Center,SoHo,15.35
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,1.5,1,Midtown South,Midtown North,14.75
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,1.52,1,Sutton Place/Turtle Bay North,Midtown South,20.16
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,1.62,1,Lenox Hill East,Central Park,18.36
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,1.57,1,Meatpacking/West Village West,Clinton East,14.3
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,8.7,1,East Elmhurst,Murray Hill,49.07
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,1.46,1,Battery Park City,Hudson Sq,13.0
2019-06-12,Wednesday,11,2019-06-12,Wednesday,12,1,0.7,1,Kips Bay,Gramercy,8.8
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,1.08,1,Union Sq,Greenwich Village South,11.27
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,2.33,1,Midtown North,Upper West Side South,20.16
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,0.8,1,Clinton East,Times Sq/Theatre District,15.3
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,1.7,1,Midtown North,Murray Hill,17.76
2019-06-12,Wednesday,11,2019-06-12,Wednesday,12,1,2.35,1,Meatpacking/West Village West,World Trade Center,13.8
2019-06-12,Wednesday,11,2019-06-12,Wednesday,12,5,28.32,2,JFK Airport,Battery Park City,76.78
2019-06-12,Wednesday,11,2019-06-12,Wednesday,12,1,2.1,1,Union Sq,Midtown North,22.56
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,0.8,1,Upper West Side South,Upper West Side North,9.35
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,2,11.39,1,Midtown Center,LaGuardia Airport,51.5
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,2,1.0,1,Upper East Side North,Central Park,11.85
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,1.41,1,East Village,Murray Hill,15.0
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,7.14,5,Flushing Meadows-Corona Park,JFK Airport,35.3
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,0.93,1,West Village,Penn Station/Madison Sq West,9.8
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,2,1.3,1,Meatpacking/West Village West,Battery Park City,12.96
2019-06-12,Wednesday,11,2019-06-12,Wednesday,12,1,8.08,1,LaGuardia Airport,Midtown East,49.1
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,0.6,1,Lenox Hill West,Sutton Place/Turtle Bay North,11.4
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,2.1,1,Kips Bay,Midtown North,20.0
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,0.92,1,Penn Station/Madison Sq West,Times Sq/Theatre District,12.36
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,0.9,1,Lincoln Square East,Upper West Side South,10.8
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,0,1.3,1,Midtown South,Midtown East,11.3
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,0.8,1,Garment District,Union Sq,11.8
2019-06-12,Wednesday,11,2019-06-12,Wednesday,12,1,2.0,1,Midtown North,Union Sq,21.35
2019-06-12,Wednesday,11,2019-06-12,Wednesday,12,0,3.3,1,Upper East Side South,Manhattan Valley,21.8
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,2,2.94,1,Lincoln Square West,Central Harlem,17.3
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,2.2,1,Murray Hill,Upper East Side South,16.3
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,2.32,1,Lincoln Square West,Midtown Center,21.36
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,4,1.39,1,Garment District,West Chelsea/Hudson Yards,14.16
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,2,1.63,1,Upper East Side South,Midtown East,17.76
2019-06-12,Wednesday,11,2019-06-12,Wednesday,12,1,1.2,1,Upper East Side South,Midtown Center,19.8
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,2.29,1,Lenox Hill East,UN/Turtle Bay South,11.3
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,4.12,1,Clinton East,Battery Park City,25.56
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,2.55,1,Upper East Side North,Midtown Center,22.8
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,1.4,1,Lincoln Square West,Times Sq/Theatre District,14.15
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,2,10.8,1,LaGuardia Airport,Times Sq/Theatre District,61.12
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,0.8,1,Kips Bay,Kips Bay,14.8
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,1.33,1,Upper East Side North,Upper East Side South,14.76
2019-06-12,Wednesday,11,2019-06-12,Wednesday,12,1,8.0,1,LaGuardia Airport,Yorkville West,34.92
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,1.4,1,East Village,SoHo,13.57
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,3.36,1,Murray Hill,Upper East Side North,26.18
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,1.38,1,East Chelsea,Gramercy,14.3
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,2,1.66,1,Upper East Side North,Upper East Side South,17.16
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,1.38,1,Murray Hill,Penn Station/Madison Sq West,17.76
2019-06-12,Wednesday,11,2019-06-12,Wednesday,12,0,0.9,1,World Trade Center,Financial District South,14.3
2019-06-12,Wednesday,11,2019-06-12,Wednesday,12,1,2.9,1,Battery Park City,East Village,24.75
2019-06-12,Wednesday,11,2019-06-12,Wednesday,12,1,3.4,1,Flatiron,Upper East Side South,27.95
2019-06-12,Wednesday,11,2019-06-12,Wednesday,12,2,1.01,1,Midtown Center,Midtown South,14.16
2019-06-12,Wednesday,11,2019-06-12,Wednesday,12,2,8.41,1,LaGuardia Airport,Garment District,46.7
2019-06-12,Wednesday,11,2019-06-12,Wednesday,12,5,0.95,1,Sutton Place/Turtle Bay North,Midtown North,13.8
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,0.64,1,Little Italy/NoLiTa,Little Italy/NoLiTa,8.8
2019-06-12,Wednesday,11,2019-06-12,Wednesday,12,5,2.72,1,Midtown South,Upper East Side South,18.3
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,4.0,1,Garment District,Battery Park City,23.8
2019-06-12,Wednesday,11,2019-06-12,Wednesday,12,3,1.15,1,Upper East Side North,Upper East Side South,17.16
2019-06-12,Wednesday,11,2019-06-12,Wednesday,12,1,1.47,1,Lenox Hill East,Upper East Side North,13.8
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,1.4,1,Midtown Center,Penn Station/Madison Sq West,17.8
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,0.95,1,Penn Station/Madison Sq West,Midtown Center,15.8
2019-06-12,Wednesday,11,2019-06-12,Wednesday,12,1,2.9,1,West Chelsea/Hudson Yards,Upper West Side South,20.3
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,1.12,1,Times Sq/Theatre District,East Chelsea,15.96
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,1.88,1,Upper East Side South,Clinton East,14.8
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,1.02,1,Times Sq/Theatre District,Penn Station/Madison Sq West,12.8
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,2,0.2,1,Lenox Hill West,Lenox Hill West,6.8
2019-06-12,Wednesday,11,2019-06-12,Wednesday,12,1,5.48,1,Clinton West,Financial District South,28.0
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,1.42,1,Bloomingdale,Upper West Side South,14.12
2019-06-12,Wednesday,11,2019-06-12,Wednesday,12,1,1.5,1,Times Sq/Theatre District,Union Sq,20.15
2019-06-12,Wednesday,11,2019-06-12,Wednesday,12,1,3.6,1,Little Italy/NoLiTa,Times Sq/Theatre District,32.25
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,2,6.6,1,Midtown Center,TriBeCa/Civic Center,32.85
2019-06-12,Wednesday,11,2019-06-12,Wednesday,12,1,1.79,1,Greenwich Village North,Penn Station/Madison Sq West,19.13
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,12.0,1,Times Sq/Theatre District,LaGuardia Airport,48.42
2019-06-12,Wednesday,12,2019-06-12,Wednesday,12,1,0.69,1,Manhattan Valley,Morningside Heights,5.3
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,1.0,1,Penn Station/Madison Sq West,Murray Hill,17.75
2019-06-12,Wednesday,11,2019-06-12,Wednesday,12,1,3.73,1,Union Sq,Upper East Side North,32.76
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,1.52,1,Union Sq,Midtown North,16.3
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,1.63,1,Lenox Hill East,Midtown Center,16.8
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,1.29,1,Upper East Side North,Lenox Hill West,13.56
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,0.3,1,Yorkville East,Yorkville East,6.8
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,9.9,1,LaGuardia Airport,Times Sq/Theatre District,61.67
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,0.6,1,Lenox Hill West,Upper East Side North,12.42
2019-06-12,Wednesday,11,2019-06-12,Wednesday,12,1,2.85,1,Lenox Hill East,Upper West Side North,20.8
2019-06-12,Wednesday,11,2019-06-12,Wednesday,12,1,1.0,1,Penn Station/Madison Sq West,Murray Hill,13.8
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,2,4.74,1,Upper East Side South,Roosevelt Island,28.5
2019-06-12,Wednesday,11,2019-06-12,Wednesday,12,1,2.8,1,Garment District,Little Italy/NoLiTa,19.3
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,0,0.4,1,Midtown Center,Midtown East,20.3
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,1.55,1,Yorkville West,Upper East Side South,17.3
2019-06-12,Wednesday,11,2019-06-12,Wednesday,12,1,18.48,2,JFK Airport,Lower East Side,66.36
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,11.19,1,LaGuardia Airport,Clinton East,56.26
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,2.43,1,Long Island City/Queens Plaza,Midtown East,17.3
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,1.21,1,Long Island City/Hunters Point,Greenpoint,6.8
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,0.65,1,Union Sq,Murray Hill,13.56
2019-06-12,Wednesday,11,2019-06-12,Wednesday,12,1,0.95,1,Upper West Side North,Central Harlem,7.3
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,3.83,1,Midtown North,SoHo,26.3
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,0.7,1,Midtown South,Kips Bay,12.35
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,3.1,1,LaGuardia Airport,Old Astoria,17.8
2019-06-12,Wednesday,11,2019-06-12,Wednesday,11,1,1.27,1,Times Sq/Theatre District,Midtown North,14.76
2019-06-12,Wednesday,12,2019-06-12,Wednesday,12,1,4.44,1,Financial District North,Union Sq,27.8
2019-06-12,Wednesday,12,2019-06-12,Wednesday,13,1,2.4,1,Murray Hill,Little Italy/NoLiTa,19.55
2019-06-12,Wednesday,12,2019-06-12,Wednesday,12,1,0.59,1,Yorkville West,Upper East Side North,8.3
2019-06-12,Wednesday,12,2019-06-12,Wednesday,13,1,16.9,2,Gramercy,JFK Airport,73.67
2019-06-12,Wednesday,12,2019-06-12,Wednesday,12,1,3.6,1,Bloomingdale,Melrose South,19.3
2019-06-12,Wednesday,12,2019-06-12,Wednesday,12,1,1.2,1,Sutton Place/Turtle Bay North,Midtown South,15.35
2019-06-12,Wednesday,12,2019-06-12,Wednesday,12,1,1.0,1,NV,NV,14.3
2019-06-12,Wednesday,12,2019-06-12,Wednesday,12,1,2.4,1,Hudson Sq,West Chelsea/Hudson Yards,15.8
2019-06-12,Wednesday,12,2019-06-12,Wednesday,12,2,1.22,1,UN/Turtle Bay South,Union Sq,10.8
2019-06-12,Wednesday,12,2019-06-12,Wednesday,12,1,0.5,1,Midtown South,Murray Hill,11.15
2019-06-12,Wednesday,12,2019-06-12,Wednesday,13,1,2.34,1,Midtown North,Upper West Side South,17.3
2019-06-12,Wednesday,12,2019-06-12,Wednesday,13,1,2.78,1,East Chelsea,Midtown East,25.8
2019-06-12,Wednesday,12,2019-06-12,Wednesday,12,6,1.08,1,Lenox Hill West,Upper East Side South,14.76
2019-06-12,Wednesday,12,2019-06-12,Wednesday,12,1,1.39,1,Midtown East,Kips Bay,15.96
2019-06-12,Wednesday,11,2019-06-12,Wednesday,12,1,0.44,1,Penn Station/Madison Sq West,Union Sq,11.76
2019-06-12,Wednesday,12,2019-06-12,Wednesday,13,1,15.5,1,LaGuardia Airport,Battery Park City,66.47
2019-06-12,Wednesday,12,2019-06-12,Wednesday,13,1,20.48,2,JFK Airport,Murray Hill,73.7
2019-06-12,Wednesday,12,2019-06-12,Wednesday,12,1,1.4,1,Upper East Side South,Lincoln Square East,14.3
2019-06-12,Wednesday,12,2019-06-12,Wednesday,12,1,3.4,1,Garment District,Upper East Side North,21.3
2019-06-12,Wednesday,12,2019-06-12,Wednesday,13,0,0.9,1,Gramercy,Kips Bay,9.8
2019-06-12,Wednesday,12,2019-06-12,Wednesday,12,1,1.19,1,Little Italy/NoLiTa,Alphabet City,13.0
2019-06-12,Wednesday,12,2019-06-12,Wednesday,12,6,10.53,1,LaGuardia Airport,Times Sq/Theatre District,55.1
2019-06-12,Wednesday,12,2019-06-12,Wednesday,13,1,3.18,1,TriBeCa/Civic Center,Midtown Center,24.3
2019-06-12,Wednesday,12,2019-06-12,Wednesday,12,2,0.56,1,Midtown East,Upper East Side South,9.36
2019-06-12,Wednesday,12,2019-06-12,Wednesday,12,1,1.3,1,Midtown North,Midtown South,14.15
2019-06-12,Wednesday,11,2019-06-12,Wednesday,12,1,1.04,1,Gramercy,East Village,10.3
2019-06-12,Wednesday,12,2019-06-12,Wednesday,12,3,0.77,1,Gramercy,Union Sq,14.76
2019-06-12,Wednesday,12,2019-06-12,Wednesday,12,1,1.5,1,Greenwich Village North,Penn Station/Madison Sq West,19.3
2019-06-12,Wednesday,12,2019-06-12,Wednesday,12,1,0.0,2,Financial District North,Financial District North,73.67
2019-06-12,Wednesday,12,2019-06-12,Wednesday,12,1,2.0,1,Clinton West,East Chelsea,14.8
2019-06-12,Wednesday,12,2019-06-12,Wednesday,13,1,7.31,1,Gramercy,Elmhurst/Maspeth,32.8
2019-06-12,Wednesday,12,2019-06-12,Wednesday,12,1,1.9,1,Midtown East,Upper East Side North,17.46
2019-06-12,Wednesday,12,2019-06-12,Wednesday,13,1,2.29,1,Midtown North,Union Sq,18.8
2019-06-12,Wednesday,12,2019-06-12,Wednesday,12,2,1.72,1,Midtown East,Greenwich Village North,17.76
2019-06-12,Wednesday,12,2019-06-12,Wednesday,12,6,1.86,1,Midtown Center,Murray Hill,18.96
2019-06-12,Wednesday,12,2019-06-12,Wednesday,12,0,0.7,1,Lincoln Square East,Upper West Side South,10.8
2019-06-12,Wednesday,12,2019-06-12,Wednesday,12,1,1.4,1,Midtown North,Upper East Side South,14.63
2019-06-12,Wednesday,12,2019-06-12,Wednesday,12,1,1.02,1,Astoria,Old Astoria,6.3
2019-06-12,Wednesday,12,2019-06-12,Wednesday,12,1,0.94,1,Upper West Side South,Lincoln Square East,12.36
2019-06-12,Wednesday,12,2019-06-12,Wednesday,12,1,2.85,1,Gramercy,Lower East Side,19.56
2019-06-12,Wednesday,12,2019-06-12,Wednesday,12,1,5.85,1,Central Park,East Village,29.3
2019-06-12,Wednesday,12,2019-06-12,Wednesday,12,2,1.05,1,Upper West Side South,Lincoln Square East,11.76
2019-06-12,Wednesday,12,2019-06-12,Wednesday,12,1,2.4,1,Lincoln Square East,West Chelsea/Hudson Yards,18.35
2019-06-12,Wednesday,12,2019-06-12,Wednesday,12,1,2.29,1,Lenox Hill East,Central Park,25.74
2019-06-12,Wednesday,12,2019-06-12,Wednesday,13,1,2.2,1,West Village,Midtown North,25.7
2019-06-12,Wednesday,12,2019-06-12,Wednesday,12,1,1.55,1,Midtown South,East Village,14.76
2019-06-12,Wednesday,12,2019-06-12,Wednesday,12,1,3.2,1,Midtown Center,SoHo,28.34
2019-06-12,Wednesday,12,2019-06-12,Wednesday,13,1,1.7,1,Times Sq/Theatre District,Upper West Side South,13.8
2019-06-12,Wednesday,12,2019-06-12,Wednesday,13,1,1.24,1,Penn Station/Madison Sq West,Times Sq/Theatre District,21.3
2019-06-12,Wednesday,12,2019-06-12,Wednesday,12,1,0.46,1,Upper East Side South,Upper East Side North,8.3
2019-06-12,Wednesday,12,2019-06-12,Wednesday,13,1,19.17,2,JFK Airport,Lincoln Square West,61.9
2019-06-12,Wednesday,12,2019-06-12,Wednesday,12,3,0.64,1,Upper East Side South,Upper East Side South,9.8
2019-06-12,Wednesday,12,2019-06-12,Wednesday,13,1,0.73,1,Upper East Side South,Lenox Hill East,13.56
